Customer_ID,Age,Gender,Income_Level,Occupation,Education_Level,Travel_Frequency,Destination,Trip_Duration,Travel_Purpose,Previous_Dental Treatment,General_Health_Status,Dental_Issue_History,Dental_Visit_Frequency,Previous_Insurance_Policy,Claims_History,Insurance_Duration,Online_Behavior,Marketing_Engagement,Social_Media_Activity,Credit_Score,Spending_Pattern,Payment_History,Propensity_Score
382,46,Male,72834,Engineer,Bachelor,0,Domestic,14,Leisure,True,Average,True,1,True,1,5,Medium,High,High,491,Medium,Poor,0.6262947063092361
383,66,Female,135061,Engineer,PhD,9,Domestic,26,Leisure,True,Poor,True,2,True,0,9,Low,Low,Medium,704,Low,Average,0.9349223998289046
384,41,Female,138606,Business,PhD,9,Domestic,29,Medical,True,Good,False,1,False,1,7,Low,High,High,768,Medium,Poor,0.4561626229717574
385,21,Female,124681,Engineer,Master,0,International,18,Leisure,True,Poor,True,1,True,5,8,Medium,Medium,Medium,735,Medium,Average,0.5406965931442869
386,59,Male,49001,Doctor,PhD,6,International,18,Leisure,False,Average,False,5,True,2,4,High,Medium,High,718,Low,Good,0.1966076395247232
387,39,Female,95623,Lawyer,High School,0,Domestic,20,Leisure,False,Average,False,1,True,0,3,Medium,Medium,Medium,583,High,Good,0.667668525302329
388,39,Male,107149,Teacher,PhD,3,Domestic,2,Business,True,Good,False,3,True,1,6,High,High,Low,794,High,Poor,0.1061553258127091
389,87,Female,57289,Engineer,Bachelor,6,International,21,Business,True,Poor,True,5,True,5,3,Medium,High,High,532,Low,Good,0.8077811504806419
390,66,Female,119302,Doctor,High School,8,International,14,Business,True,Average,True,3,False,5,7,Medium,Medium,High,472,Low,Poor,0.9335593643403516
391,69,Male,54918,Teacher,PhD,5,International,24,Leisure,False,Average,False,1,False,1,3,High,Low,Medium,630,Medium,Poor,0.1241631306494415
392,65,Female,130884,Lawyer,PhD,9,Domestic,30,Medical,True,Average,True,2,True,0,6,Medium,Low,High,442,Low,Good,0.6219810473291824
393,23,Female,67221,Lawyer,Bachelor,6,International,16,Business,True,Poor,True,5,True,4,10,Medium,Low,Medium,316,Low,Average,0.6621569216813559
394,57,Male,135074,Lawyer,PhD,4,International,20,Leisure,False,Good,True,5,False,4,7,Low,Medium,High,610,Medium,Poor,0.2271508030695648
395,25,Male,123619,Teacher,Master,0,International,10,Business,False,Poor,False,2,False,2,7,Medium,Low,Low,316,Low,Average,0.2655487788075586
396,59,Male,85251,Doctor,High School,10,International,3,Leisure,False,Poor,False,2,False,1,6,Medium,High,High,783,High,Good,0.1095572113458156
397,44,Male,106817,Doctor,Master,7,Domestic,13,Leisure,True,Average,True,0,True,4,1,Low,Medium,Low,569,Medium,Good,0.6793249860439113
398,56,Female,110017,Artist,PhD,3,Domestic,1,Medical,False,Good,True,1,False,4,1,High,Medium,Low,738,Low,Good,0.2358251685219319
399,73,Male,115638,Doctor,PhD,10,International,6,Medical,True,Poor,True,2,False,4,2,Medium,Medium,High,531,High,Poor,0.9601343049005704
400,88,Male,53276,Engineer,High School,5,Domestic,29,Medical,True,Average,True,6,True,0,5,Low,High,Low,755,Low,Average,0.7950964933007407
401,65,Male,136841,Artist,Master,0,Domestic,5,Business,True,Average,True,2,True,4,6,Medium,Low,High,734,Low,Poor,0.7804269208972181
402,70,Female,57345,Business,Bachelor,6,Domestic,9,Business,False,Average,False,3,False,3,1,Low,High,Medium,584,Medium,Average,0.2899920827803779
403,86,Male,66020,Engineer,High School,10,International,2,Leisure,True,Average,True,4,True,5,9,High,Medium,Low,578,Medium,Average,0.9000716240881472
404,39,Male,112880,Artist,High School,4,Domestic,14,Leisure,True,Good,True,5,False,2,5,Low,High,Medium,841,High,Average,0.4837819623898819
405,86,Male,146457,Artist,PhD,10,International,3,Business,True,Poor,True,9,False,3,3,Medium,Low,Low,655,Low,Average,0.9735102255030876
406,36,Male,66716,Lawyer,Master,8,Domestic,19,Medical,True,Good,True,4,True,5,3,Low,Medium,High,656,Low,Average,0.1184122220564455
407,23,Male,72844,Engineer,High School,10,Domestic,6,Business,True,Average,True,2,True,0,9,High,Low,High,431,Low,Average,0.0663565784810391
408,67,Female,65332,Engineer,High School,6,Domestic,24,Business,True,Average,True,5,False,3,5,Low,Low,Medium,456,High,Average,0.9561377889442396
409,51,Female,128740,Lawyer,Master,7,Domestic,15,Medical,False,Average,True,5,True,0,2,Low,Low,Medium,555,High,Average,0.4143447038574328
410,56,Male,36737,Lawyer,Master,5,Domestic,26,Medical,True,Poor,False,0,False,5,5,Medium,High,Medium,682,High,Poor,0.3068417728736575
411,27,Male,38412,Doctor,Bachelor,8,Domestic,24,Leisure,True,Poor,True,2,True,4,6,High,Medium,Medium,304,High,Good,0.6086580691877782
412,72,Female,144374,Business,Master,6,Domestic,13,Leisure,True,Average,True,7,True,1,10,Medium,High,Medium,427,Low,Average,0.8965559836632374
413,64,Male,65898,Lawyer,Master,9,Domestic,15,Business,True,Average,False,5,False,3,3,Medium,High,High,832,Medium,Poor,0.4104675611377288
414,58,Male,49315,Engineer,High School,10,International,30,Medical,False,Poor,True,4,True,4,10,Low,Medium,Low,482,Low,Good,0.6046877674167787
415,69,Male,35241,Doctor,Bachelor,6,Domestic,8,Leisure,False,Good,True,5,False,0,9,Medium,Low,High,545,High,Poor,0.6790465498044076
416,37,Male,142022,Engineer,PhD,6,Domestic,25,Medical,False,Poor,True,3,True,4,6,Low,Medium,Low,523,High,Good,0.4894295114888146
417,21,Male,71042,Artist,PhD,7,Domestic,1,Medical,False,Average,False,3,False,4,9,Medium,Medium,Medium,639,Medium,Average,0.1286183545455634
418,68,Female,51216,Teacher,Master,5,Domestic,15,Business,True,Average,True,4,True,2,2,Medium,Medium,Medium,641,Medium,Good,0.8076673553649466
419,73,Female,93720,Teacher,Bachelor,1,International,23,Leisure,True,Average,True,7,True,5,3,Low,High,Medium,735,Medium,Average,0.9293245694537386
420,25,Male,148508,Lawyer,Master,1,International,16,Leisure,False,Average,False,4,True,2,10,Medium,High,Medium,358,Low,Average,0.3134450422267191
421,60,Female,105727,Engineer,PhD,0,Domestic,18,Business,True,Average,True,6,False,3,10,Low,Low,Medium,394,High,Poor,0.8942791200946263
422,31,Male,117689,Teacher,High School,8,Domestic,24,Leisure,False,Average,False,2,True,5,8,Medium,High,Medium,829,Medium,Good,0.2105307259352508
423,49,Male,57932,Engineer,Master,7,Domestic,19,Business,True,Poor,False,3,False,1,1,High,Medium,Medium,459,High,Poor,0.3069962430347904
424,67,Female,61530,Lawyer,Bachelor,4,Domestic,30,Business,False,Average,True,1,False,4,7,High,High,High,444,Medium,Poor,0.555007394491029
425,76,Male,115841,Teacher,High School,8,International,3,Leisure,True,Poor,True,3,False,5,3,High,Low,Low,519,Low,Average,0.7017624805791914
426,23,Female,38579,Business,PhD,8,Domestic,25,Leisure,True,Poor,False,0,True,1,4,Medium,High,Medium,831,Low,Poor,0.6590735116374374
427,75,Female,142841,Artist,Bachelor,8,International,12,Leisure,True,Average,True,8,True,5,9,Medium,Medium,Low,632,Medium,Good,0.8842952114222392
428,52,Male,135814,Teacher,Master,7,Domestic,6,Medical,False,Poor,True,1,True,3,5,Low,Low,Medium,411,High,Poor,0.4081270243081956
429,43,Male,129714,Lawyer,PhD,8,Domestic,17,Business,True,Poor,False,3,True,5,3,Medium,Medium,Low,748,High,Poor,0.3288698913830742
430,67,Male,58860,Doctor,Bachelor,8,Domestic,4,Medical,True,Average,True,4,False,2,2,Low,Low,High,503,High,Poor,0.7718459143171451
431,61,Female,31963,Engineer,PhD,10,International,7,Medical,True,Average,True,4,True,4,8,Medium,Medium,Medium,557,Low,Average,0.3883445183619516
432,49,Female,124120,Artist,Bachelor,6,Domestic,19,Leisure,False,Poor,True,4,False,3,6,Low,Medium,Low,335,Medium,Average,0.2687742228864556
433,49,Female,96595,Engineer,High School,2,International,6,Leisure,True,Poor,False,5,True,5,1,High,High,Low,725,Medium,Average,0.3845690057631792
434,49,Male,69315,Engineer,High School,9,International,30,Medical,True,Average,False,5,True,5,9,Low,Low,Low,371,High,Good,0.1568723715092851
435,33,Female,35570,Artist,PhD,8,International,16,Medical,False,Good,True,1,False,4,8,High,Medium,Medium,434,High,Good,0.5707748263558118
436,39,Female,118961,Engineer,PhD,9,International,17,Medical,False,Good,True,2,False,1,4,High,Medium,High,463,High,Good,0.6906413603986219
437,68,Female,40158,Artist,Master,8,International,15,Leisure,False,Poor,False,3,True,5,7,Medium,High,Low,795,Low,Good,0.0549925940358486
438,43,Male,108745,Engineer,Master,8,International,17,Business,False,Good,True,0,True,4,10,High,Medium,Low,793,High,Poor,0.1444992516712844
439,73,Female,46871,Engineer,Master,10,Domestic,10,Medical,True,Average,True,2,True,5,7,High,High,Low,596,Medium,Good,0.8614771195098683
440,25,Female,34517,Business,High School,3,Domestic,27,Medical,False,Average,True,1,True,0,3,Medium,High,High,603,Low,Poor,0.1156319473476708
441,37,Female,140681,Doctor,Master,8,International,9,Medical,False,Good,False,0,False,0,1,Medium,Medium,High,727,High,Poor,0.4828358075643882
442,37,Female,52857,Doctor,Master,3,Domestic,16,Leisure,False,Good,True,0,True,2,5,Medium,Medium,High,767,Low,Average,0.4969305529154504
443,87,Female,59862,Doctor,PhD,9,International,8,Business,True,Poor,True,2,False,0,5,Low,Medium,Low,734,High,Poor,0.7610865864756419
444,45,Female,144563,Artist,Bachelor,7,Domestic,16,Medical,True,Average,True,4,True,5,1,High,High,Low,735,High,Average,0.5207543830584961
445,53,Female,130351,Lawyer,High School,9,International,29,Leisure,True,Average,True,1,False,3,1,High,Medium,High,435,Medium,Poor,0.6898493326084387
446,68,Male,35208,Artist,Bachelor,6,Domestic,12,Leisure,True,Poor,False,5,False,0,9,Low,High,Low,665,High,Average,0.4739145803612183
447,72,Female,87497,Artist,High School,7,International,3,Business,True,Average,True,9,False,0,5,Medium,Medium,Low,607,Medium,Average,0.7283952669070032
448,49,Female,31776,Doctor,High School,1,Domestic,15,Medical,True,Good,True,5,False,0,10,Low,Low,Low,539,Low,Average,0.3703763837029061
449,58,Male,54047,Business,Bachelor,6,Domestic,4,Business,True,Average,True,4,True,0,6,High,Low,Low,491,Medium,Average,0.638873573202737
450,49,Female,113008,Engineer,Master,5,International,2,Medical,True,Good,False,4,False,1,3,High,Low,Low,715,Medium,Good,0.4070212010924207
451,46,Female,123488,Doctor,PhD,10,Domestic,22,Leisure,False,Poor,False,3,True,4,1,Low,High,Medium,802,Low,Good,0.4614240831893201
452,30,Female,114513,Doctor,Bachelor,8,Domestic,19,Medical,False,Average,True,1,False,0,2,Low,High,High,379,High,Poor,0.573633960737834
453,64,Female,105153,Doctor,High School,4,Domestic,17,Business,True,Poor,True,7,False,5,5,Medium,Medium,High,454,Medium,Poor,0.9770615527810872
454,27,Male,94348,Business,Bachelor,8,International,11,Medical,True,Poor,False,1,True,0,1,Low,Medium,Low,801,High,Poor,0.3956504078654059
455,34,Male,118245,Teacher,High School,3,International,30,Medical,True,Poor,True,3,False,5,1,Medium,High,Medium,570,High,Poor,0.0819027776084599
456,61,Female,87109,Artist,Master,8,International,25,Medical,True,Poor,True,3,True,5,7,Low,High,Low,360,Medium,Average,0.624404952843363
457,32,Female,124381,Artist,PhD,8,Domestic,24,Medical,False,Average,True,5,False,0,9,High,Low,Low,642,Low,Poor,0.1902719718838736
458,83,Female,75543,Lawyer,Master,3,International,4,Business,True,Poor,True,6,False,0,10,High,Low,Medium,800,High,Poor,0.970074076516484
459,28,Male,66291,Lawyer,PhD,7,International,17,Leisure,True,Good,True,1,True,3,8,High,High,Medium,737,High,Poor,0.6196764061684896
460,71,Female,141538,Teacher,High School,1,Domestic,17,Medical,True,Poor,True,7,False,1,10,Medium,Low,Medium,723,Medium,Poor,0.9568783181400288
461,70,Male,104376,Business,Master,5,International,2,Medical,True,Average,True,7,True,0,4,Low,Low,Medium,749,Low,Poor,0.9337800809488866
462,37,Female,55830,Lawyer,Bachelor,1,International,7,Medical,True,Average,False,5,True,1,2,High,Low,Medium,782,Medium,Average,0.2246058007290988
463,18,Male,48950,Teacher,High School,9,Domestic,16,Medical,True,Average,False,5,True,4,8,High,High,High,527,Low,Average,0.2689560075418296
464,56,Male,47315,Lawyer,High School,2,International,15,Leisure,True,Good,False,2,False,4,9,Low,Medium,Medium,379,High,Average,0.126831696058571
465,78,Male,132948,Artist,Bachelor,2,International,17,Medical,True,Poor,True,6,False,0,3,Low,Low,Low,636,High,Average,0.8822777516247897
466,60,Male,127079,Business,Bachelor,2,International,30,Business,True,Poor,False,0,False,3,4,Medium,High,High,825,Low,Average,0.4066219481363989
467,63,Male,69154,Engineer,PhD,6,International,12,Medical,True,Average,True,3,True,5,1,High,Medium,Low,328,High,Good,0.3822850339366636
468,44,Female,130492,Business,PhD,3,Domestic,6,Business,True,Poor,True,1,False,3,8,Medium,Low,Low,343,High,Good,0.113014642805108
469,54,Male,60151,Doctor,Bachelor,0,International,9,Leisure,False,Average,True,5,True,4,9,High,Low,Low,442,Low,Average,0.2702866862363626
470,68,Female,135010,Teacher,Bachelor,0,International,13,Medical,False,Average,True,1,False,4,9,Medium,Low,High,326,High,Good,0.2650788827030164
471,61,Male,107524,Artist,PhD,8,Domestic,19,Business,False,Average,True,3,False,3,9,High,High,Medium,722,High,Good,0.6623900948541613
472,41,Male,102038,Teacher,Bachelor,7,International,13,Business,True,Poor,False,5,True,5,1,Medium,High,High,816,Low,Average,0.2545465127894927
473,29,Male,123140,Lawyer,High School,5,International,2,Leisure,True,Average,True,5,True,0,10,Medium,Medium,Medium,672,High,Poor,0.5205730080717967
474,71,Male,142266,Doctor,Master,1,Domestic,4,Leisure,True,Poor,True,9,True,2,2,Low,High,Medium,566,High,Average,0.9317779203213178
475,40,Male,144269,Lawyer,High School,8,International,25,Business,False,Poor,True,3,False,3,2,High,High,Medium,334,Medium,Good,0.1961395323868903
476,24,Female,115786,Engineer,PhD,0,Domestic,6,Leisure,False,Average,False,0,False,5,9,Medium,Medium,High,653,High,Average,0.1383316380748744
477,60,Female,36205,Engineer,High School,0,International,7,Leisure,True,Poor,False,5,False,2,3,Low,Low,Low,693,High,Poor,0.3168115270565895
478,73,Male,101407,Teacher,Master,1,International,14,Medical,True,Average,True,4,False,3,2,Low,Medium,Low,691,High,Good,0.7124714745259797
479,49,Female,70197,Teacher,PhD,6,Domestic,20,Leisure,False,Average,False,4,False,1,4,High,Medium,Medium,535,High,Average,0.6521603828635865
480,38,Female,99257,Doctor,Bachelor,8,Domestic,13,Leisure,False,Good,True,2,True,3,2,Low,Medium,Medium,567,Low,Average,0.2972757142550523
481,84,Female,132944,Artist,PhD,9,Domestic,4,Medical,True,Average,True,3,True,0,5,High,Medium,Medium,727,Low,Poor,0.9402594714072348
482,53,Male,48914,Teacher,Master,8,Domestic,30,Leisure,False,Good,True,4,False,4,3,Low,Low,High,300,Medium,Good,0.1586080836250064
483,47,Male,113914,Doctor,Master,3,Domestic,30,Leisure,False,Good,True,3,False,4,6,Medium,Low,Low,555,High,Good,0.0807222511260569
484,36,Female,58128,Doctor,PhD,8,Domestic,22,Business,False,Poor,True,5,True,0,9,Low,Medium,High,656,Medium,Average,0.1854531941678331
485,68,Female,86434,Doctor,PhD,0,Domestic,16,Business,True,Poor,True,6,False,1,3,Low,High,High,566,High,Average,0.927703390204792
486,19,Female,111519,Business,High School,6,Domestic,14,Business,True,Poor,True,2,True,5,3,High,High,Medium,419,High,Average,0.4366108668500552
487,63,Male,53231,Business,Master,3,International,1,Business,True,Average,True,4,False,3,10,Low,Medium,High,720,Low,Average,0.1492905882113645
488,53,Female,104408,Doctor,PhD,2,International,9,Business,False,Poor,False,5,False,0,9,Low,High,High,449,Medium,Average,0.1258301481588423
489,78,Female,110271,Doctor,Master,6,International,24,Business,True,Average,True,8,False,2,3,Medium,Medium,Medium,737,High,Average,0.9555971823548512
490,26,Male,141550,Teacher,Bachelor,3,Domestic,27,Business,False,Good,True,5,True,4,10,Low,High,Medium,743,High,Average,0.5660345694571889
491,79,Male,119910,Artist,Master,7,Domestic,7,Business,True,Average,True,4,False,5,4,Low,High,Low,333,High,Average,0.8873171463714397
492,24,Male,129749,Artist,Master,6,Domestic,2,Medical,True,Good,True,5,False,3,4,High,High,Medium,380,Low,Poor,0.6685240316686301
493,59,Male,50159,Teacher,Bachelor,3,International,22,Business,True,Good,True,2,False,4,2,Low,Medium,Low,751,Low,Poor,0.2065432000078567
494,62,Female,43939,Lawyer,Bachelor,4,International,7,Leisure,False,Good,True,4,False,1,9,High,High,Medium,819,High,Good,0.6303527925632365
495,55,Male,107111,Lawyer,Bachelor,4,Domestic,30,Medical,True,Average,True,3,True,2,8,Medium,High,High,820,Low,Good,0.6627824936261971
496,40,Female,35149,Engineer,PhD,2,International,9,Business,False,Average,False,4,True,3,1,High,High,High,736,Low,Average,0.2817813285070049
497,22,Female,89535,Engineer,Master,6,Domestic,29,Business,True,Good,True,2,True,4,2,Low,Low,Low,362,Medium,Good,0.538125204344046
498,64,Male,130006,Lawyer,Bachelor,9,International,15,Business,True,Good,False,1,True,2,10,Medium,High,High,771,High,Poor,0.4169665108616791
499,26,Male,107785,Business,Bachelor,2,International,26,Business,True,Poor,True,2,True,0,10,Medium,Medium,Low,525,Medium,Good,0.2717175482106945
500,34,Male,106399,Engineer,Bachelor,0,Domestic,6,Medical,True,Poor,True,0,False,1,8,High,High,Low,731,Medium,Good,0.4522687383853693
501,66,Male,143762,Engineer,PhD,5,International,14,Leisure,True,Good,True,1,True,1,2,Medium,Medium,Low,740,High,Good,0.5921411596482167
502,67,Female,56698,Engineer,PhD,7,International,27,Medical,True,Average,False,3,True,5,1,High,High,High,662,Medium,Average,0.1100481592390969
503,87,Female,134878,Artist,Bachelor,8,International,10,Medical,True,Poor,True,4,True,3,2,Low,High,Medium,509,High,Good,0.796024247874847
504,65,Male,40231,Business,Bachelor,9,Domestic,7,Leisure,False,Average,True,5,True,2,5,Medium,High,High,847,High,Average,0.2750516324512292
505,32,Male,112685,Engineer,PhD,10,International,25,Medical,True,Poor,True,5,False,1,8,Low,Medium,Low,537,Low,Good,0.6848089030197749
506,57,Female,40907,Teacher,Master,7,International,22,Business,False,Poor,False,2,False,4,9,Medium,High,Medium,459,Medium,Average,0.0976976652235787
507,40,Female,97489,Engineer,Master,7,International,7,Leisure,False,Average,False,4,False,4,10,Medium,High,Low,524,High,Poor,0.6080563805864749
508,18,Male,51896,Lawyer,Master,8,Domestic,9,Leisure,False,Good,True,3,True,2,9,Low,Low,High,751,High,Poor,0.6735134445264458
509,61,Male,32795,Lawyer,PhD,2,Domestic,25,Medical,True,Good,False,5,False,3,7,High,Low,Medium,427,High,Poor,0.0586876998504402
510,76,Female,32258,Teacher,PhD,5,Domestic,1,Business,True,Poor,True,5,False,5,2,Low,High,Medium,591,Low,Good,0.779678075225188
511,25,Female,33379,Engineer,PhD,9,Domestic,25,Leisure,False,Good,True,0,False,2,10,High,Low,Low,600,Medium,Good,0.4860655858419109
512,85,Male,120371,Business,Bachelor,7,International,13,Medical,True,Poor,True,4,True,4,9,Medium,Medium,High,685,Low,Good,0.9668379092517536
513,40,Male,119259,Artist,Master,7,Domestic,30,Leisure,False,Good,True,4,True,1,3,Low,Medium,Low,653,Medium,Average,0.5165853078576172
514,58,Male,114607,Doctor,Master,9,Domestic,18,Medical,True,Poor,True,4,True,2,6,High,Low,High,350,High,Good,0.1515936484390005
515,72,Male,81123,Artist,Master,6,International,16,Medical,True,Poor,True,6,True,4,4,High,Low,Medium,706,Low,Average,0.9318583121565988
516,19,Female,117998,Doctor,High School,6,International,8,Leisure,True,Poor,False,5,True,2,5,Medium,Low,Medium,735,Medium,Poor,0.302521727487955
517,51,Female,105846,Engineer,High School,3,Domestic,2,Leisure,True,Poor,False,3,False,2,5,Medium,High,Medium,441,Low,Poor,0.3546256898790138
518,46,Female,122875,Artist,PhD,9,Domestic,22,Medical,True,Average,False,0,True,3,6,High,Medium,Medium,317,High,Good,0.2764017431720226
519,61,Male,97768,Engineer,High School,4,International,8,Leisure,True,Average,False,1,False,4,10,Medium,Low,High,540,High,Poor,0.1711439755057597
520,62,Female,91214,Artist,PhD,7,International,16,Business,True,Poor,True,8,True,4,3,Low,Medium,Low,746,High,Average,0.993390729954234
521,61,Male,128876,Teacher,Master,9,International,17,Medical,False,Average,True,1,False,5,9,Medium,High,Medium,490,Medium,Poor,0.2853863708313645
522,43,Female,79757,Engineer,Bachelor,4,International,27,Medical,False,Average,True,2,False,4,4,Medium,High,Medium,568,Low,Poor,0.2963292252016122
523,19,Male,91668,Business,High School,7,International,28,Medical,True,Poor,True,0,False,5,7,Medium,Low,Low,754,High,Poor,0.3719085099252576
524,90,Female,136447,Artist,Master,0,International,3,Medical,True,Poor,True,5,False,2,3,High,Low,High,522,Medium,Good,0.9678767922890414
525,24,Female,77546,Business,High School,3,International,22,Business,False,Good,True,0,True,5,9,Medium,Medium,High,676,Medium,Average,0.6819311595110394
526,78,Female,133891,Doctor,Bachelor,8,Domestic,7,Leisure,True,Poor,True,5,True,1,2,High,Low,Medium,369,High,Poor,0.9600880063918305
527,28,Female,109021,Doctor,Bachelor,4,Domestic,29,Leisure,False,Poor,True,5,True,3,5,High,Low,Medium,580,Medium,Poor,0.057709500170422
528,70,Male,43303,Teacher,PhD,3,Domestic,3,Leisure,True,Average,True,6,False,4,1,High,Medium,High,709,High,Average,0.9011685068833696
529,20,Female,55451,Teacher,PhD,4,International,16,Leisure,True,Good,False,3,True,0,2,Medium,Low,High,681,Medium,Poor,0.1862712863104808
530,46,Male,43530,Teacher,High School,3,Domestic,25,Business,False,Average,True,4,False,2,3,High,Medium,High,385,Low,Good,0.4522328047868478
531,77,Male,35820,Engineer,PhD,4,Domestic,25,Leisure,True,Poor,True,4,True,1,1,Medium,Low,Low,769,High,Average,0.8775491399754336
532,52,Female,45234,Teacher,PhD,9,Domestic,14,Business,True,Good,True,1,True,5,1,Medium,Low,Low,395,Low,Good,0.5413556635053661
533,66,Male,89486,Teacher,Bachelor,2,Domestic,5,Leisure,True,Good,True,0,True,0,3,High,Medium,Medium,560,Low,Poor,0.4242525758369583
534,68,Female,144399,Lawyer,Master,1,Domestic,2,Business,True,Poor,True,7,True,3,6,Low,Low,Low,737,Medium,Poor,0.7735768040816855
535,86,Male,64168,Teacher,Master,7,International,20,Business,True,Poor,True,4,False,5,5,High,High,Low,803,High,Average,0.90454027520385
536,55,Female,56639,Engineer,High School,7,International,22,Business,False,Poor,True,2,False,3,8,Medium,High,Low,482,High,Good,0.622144998467569
537,83,Male,147187,Teacher,Master,10,International,21,Medical,True,Average,True,3,True,2,4,High,Medium,High,722,Low,Poor,0.7365443769233329
538,62,Female,102090,Business,Master,10,Domestic,5,Medical,True,Poor,True,1,False,1,8,Low,Medium,Medium,548,Medium,Poor,0.1795056351657498
539,41,Male,69583,Teacher,High School,5,Domestic,7,Business,False,Good,False,4,True,1,4,High,Medium,Low,580,Low,Good,0.2293358014010096
540,83,Female,84727,Lawyer,Bachelor,0,International,24,Medical,True,Average,True,3,True,4,3,Medium,Low,High,492,Medium,Good,0.8314837719068937
541,63,Female,52950,Artist,Bachelor,4,Domestic,2,Leisure,True,Average,True,7,True,1,5,High,Medium,Low,407,Low,Poor,0.9845218506957594
542,49,Female,105512,Doctor,PhD,9,International,4,Medical,False,Average,False,1,True,3,6,Medium,Low,Low,777,High,Poor,0.1469104532300692
543,68,Male,65104,Artist,High School,0,Domestic,29,Medical,True,Average,True,4,True,1,1,High,Medium,Low,536,Low,Good,0.5514791155245704
544,51,Female,106972,Teacher,PhD,7,International,10,Business,True,Average,False,2,True,3,6,High,Medium,High,752,Medium,Average,0.637379493033758
545,65,Female,102940,Doctor,High School,10,International,11,Leisure,True,Average,True,4,True,4,2,Low,Low,High,348,High,Average,0.990397059011158
546,52,Female,119820,Doctor,Bachelor,1,Domestic,11,Medical,True,Poor,False,2,False,3,8,Low,High,High,843,Low,Good,0.3205559604193134
547,56,Male,110078,Artist,PhD,10,International,29,Business,True,Average,False,0,False,0,2,High,Medium,High,640,High,Poor,0.4553350981283673
548,42,Female,52475,Teacher,PhD,4,Domestic,21,Leisure,False,Good,True,1,False,2,4,Low,Medium,High,369,Low,Poor,0.0686294158551221
549,60,Male,82659,Artist,High School,2,Domestic,9,Medical,False,Average,False,3,False,5,1,Low,High,Low,346,High,Average,0.6824271480581426
550,90,Female,134738,Lawyer,Master,4,International,10,Leisure,True,Average,True,2,False,0,7,Medium,Medium,Low,327,High,Good,0.7653842216166449
551,48,Male,124985,Teacher,Master,8,Domestic,9,Medical,True,Good,False,3,False,5,5,Medium,Medium,Medium,408,High,Good,0.4925758582557368
552,76,Male,143600,Teacher,High School,3,International,16,Medical,True,Average,True,2,True,3,3,High,Medium,Medium,716,High,Good,0.838819246168852
553,51,Male,35519,Engineer,High School,1,International,27,Business,False,Poor,True,2,True,0,2,Low,Low,Low,395,High,Good,0.4406216201916755
554,42,Male,93362,Doctor,PhD,3,International,24,Medical,True,Poor,True,0,True,5,1,High,Low,High,844,Low,Good,0.0438689542828734
555,65,Male,112271,Lawyer,Bachelor,4,International,16,Medical,True,Average,True,9,True,4,2,High,Low,Medium,631,Medium,Good,0.918732283159724
556,70,Male,84487,Engineer,PhD,3,International,24,Leisure,True,Average,True,5,False,1,5,High,Low,High,723,Medium,Poor,0.8741500759073483
557,78,Male,54388,Teacher,High School,3,Domestic,22,Medical,True,Poor,True,3,False,3,7,High,High,Medium,329,Low,Good,0.7230288238722034
558,43,Female,125779,Engineer,Master,4,International,25,Medical,False,Average,True,5,False,1,7,High,High,Low,311,High,Average,0.6754194910543379
559,73,Male,97772,Teacher,High School,0,Domestic,24,Business,True,Average,True,9,False,4,6,Medium,High,Medium,827,Medium,Good,0.7896187419826285
560,26,Female,121856,Teacher,Master,9,International,29,Business,False,Poor,False,2,False,4,9,High,High,Low,581,High,Good,0.0242955536369711
561,23,Male,119852,Doctor,High School,10,Domestic,20,Leisure,True,Average,False,4,True,4,2,High,Medium,Low,714,Low,Average,0.3710580935128332
562,70,Female,148092,Business,Bachelor,5,International,25,Business,True,Average,True,7,True,1,8,Medium,Low,Medium,668,High,Poor,0.8838203518849892
563,28,Male,107995,Engineer,Bachelor,10,International,17,Business,True,Poor,False,2,True,4,7,Low,Medium,Medium,808,Medium,Good,0.2447865837330035
564,75,Female,88913,Doctor,High School,2,International,13,Business,True,Poor,True,9,False,5,8,Medium,Medium,Low,355,Medium,Poor,0.8143991240735624
565,26,Female,144377,Business,Master,9,Domestic,19,Medical,False,Average,True,0,True,1,2,Medium,Medium,High,424,Low,Good,0.360631521309134
566,52,Male,97127,Engineer,High School,3,Domestic,3,Leisure,False,Poor,True,5,False,0,1,Medium,Medium,Medium,401,High,Average,0.2393991113496609
567,30,Female,121164,Teacher,PhD,5,International,28,Medical,True,Poor,False,3,True,1,6,Low,Low,High,343,Medium,Good,0.4733090606938237
568,66,Male,129904,Teacher,Bachelor,7,International,21,Leisure,False,Good,False,2,True,0,9,High,Medium,Medium,610,High,Poor,0.107753126038723
569,35,Female,34232,Artist,Master,1,Domestic,9,Leisure,True,Poor,False,5,False,3,6,Low,Low,Low,623,Low,Poor,0.6782194467696812
570,36,Female,119647,Artist,Master,10,International,1,Medical,True,Poor,False,4,True,3,5,Medium,Low,Medium,586,High,Poor,0.5699869304938506
571,46,Female,145068,Engineer,Master,9,Domestic,26,Leisure,True,Poor,True,0,False,3,7,Medium,High,High,516,Low,Poor,0.130813293948158
572,84,Male,106003,Business,Bachelor,5,International,28,Medical,True,Average,True,7,False,5,1,Low,Low,Low,635,High,Poor,0.8258190353240273
573,41,Male,100934,Business,PhD,10,Domestic,9,Business,False,Poor,False,5,False,0,3,High,Low,Medium,632,High,Poor,0.1935949217435627
