"ROW_I","attribute_1","attribute_2","attribute_3","attribute_4","attribute_5","attribute_6","attribute_7","attribute_8","attribute_9","attribute_10","attribute_11","attribute_12","attribute_13","attribute_14","attribute_15","attribute_16","attribute_17","attribute_18","attribute_19","attribute_20","attribute_21","attribute_22","attribute_23","attribute_24","attribute_25","attribute_26","attribute_27","attribute_28","attribute_29","attribute_30","attribute_31","attribute_32","attribute_33","attribute_34","attribute_35","attribute_36","attribute_37","attribute_38","attribute_39","attribute_40","attribute_41","attribute_42","attribute_43","attribute_44","attribute_45","attribute_46","attribute_47","attribute_48","attribute_49","attribute_50","attribute_51","attribute_52","attribute_53","attribute_54","attribute_55","attribute_56","attribute_57","attribute_58","attribute_59","attribute_60","Target_Col"
83,0.04090,0.04210,0.05730,0.01300,0.01830,0.10190,0.10540,0.10700,0.23020,0.22590,0.23730,0.33230,0.38270,0.48400,0.68120,0.75550,0.95220,0.98260,0.88710,0.82680,0.75610,0.82170,0.69670,0.64440,0.69480,0.80140,0.60530,0.60840,0.88770,0.85570,0.55630,0.28970,0.36380,0.47860,0.29080,0.08990,0.20430,0.17070,0.04070,0.12860,0.15810,0.21910,0.17010,0.09710,0.22170,0.27320,0.18740,0.10620,0.06650,0.04050,0.01130,0.00280,0.00360,0.01050,0.01200,0.00870,0.00610,0.00610,0.00300,0.00780,Rock
64,0.00670,0.00960,0.00240,0.00580,0.01970,0.06180,0.04320,0.09510,0.08360,0.11800,0.09780,0.09090,0.06560,0.05930,0.08320,0.12970,0.20380,0.38110,0.44510,0.52240,0.59110,0.65660,0.63080,0.59980,0.49580,0.56470,0.69060,0.85130,1.00000,0.91660,0.76760,0.61770,0.54680,0.55160,0.54630,0.55150,0.45610,0.34660,0.33840,0.28530,0.25020,0.16410,0.16050,0.14910,0.13260,0.06870,0.06020,0.05610,0.03060,0.01540,0.00290,0.00480,0.00230,0.00200,0.00400,0.00190,0.00340,0.00340,0.00510,0.00310,Rock
129,0.03740,0.05860,0.06280,0.05340,0.02550,0.14220,0.20720,0.27340,0.30700,0.25970,0.34830,0.39990,0.45740,0.59500,0.79240,0.82720,0.80870,0.89770,0.98280,0.89820,0.88900,0.93670,0.91220,0.79360,0.67180,0.63180,0.48650,0.33880,0.48320,0.38220,0.30750,0.12670,0.07430,0.15100,0.19060,0.18170,0.17090,0.09460,0.28290,0.30060,0.16020,0.14830,0.28750,0.20470,0.10640,0.13950,0.10650,0.05270,0.03950,0.01830,0.03530,0.01180,0.00630,0.02370,0.00320,0.00870,0.01240,0.01130,0.00980,0.01260,Mine
32,0.00840,0.01530,0.02910,0.04320,0.09510,0.07520,0.04140,0.02590,0.06920,0.17530,0.19700,0.11670,0.16830,0.08140,0.21790,0.51210,0.72310,0.77760,0.62220,0.35010,0.37330,0.26220,0.37760,0.73610,0.86730,0.82230,0.77720,0.78620,0.56520,0.36350,0.35340,0.38650,0.33700,0.16930,0.26270,0.31950,0.13880,0.10480,0.16810,0.19100,0.11740,0.09330,0.08560,0.09510,0.09860,0.09560,0.04260,0.04070,0.01060,0.01790,0.00560,0.02360,0.01140,0.01360,0.01170,0.00600,0.00580,0.00310,0.00720,0.00450,Rock
184,0.00960,0.04040,0.06820,0.06880,0.08870,0.09320,0.09550,0.21400,0.25460,0.29520,0.40250,0.51480,0.49010,0.41270,0.35750,0.34470,0.30680,0.29450,0.43510,0.72640,0.81470,0.81030,0.66650,0.69580,0.77480,0.86880,1.00000,0.99410,0.87930,0.64820,0.58760,0.64080,0.49720,0.27550,0.03000,0.33560,0.31670,0.41330,0.62810,0.49770,0.26130,0.46970,0.48060,0.49210,0.52940,0.22160,0.14010,0.18880,0.09470,0.01340,0.03100,0.02370,0.00780,0.01440,0.01700,0.00120,0.01090,0.00360,0.00430,0.00180,Mine
22,0.06640,0.05750,0.08420,0.03720,0.04580,0.07710,0.07710,0.11300,0.23530,0.18380,0.28690,0.41290,0.36470,0.19840,0.28400,0.40390,0.58370,0.67920,0.60860,0.48580,0.32460,0.20130,0.20820,0.16860,0.24840,0.27360,0.29840,0.46550,0.69900,0.74740,0.79560,0.79810,0.67150,0.69420,0.74400,0.81690,0.89120,1.00000,0.87530,0.70610,0.68030,0.58980,0.46180,0.36390,0.14920,0.12160,0.13060,0.11980,0.05780,0.02350,0.01350,0.01410,0.01900,0.00430,0.00360,0.00260,0.00240,0.01620,0.01090,0.00790,Rock
117,0.00940,0.03330,0.03060,0.03760,0.12960,0.17950,0.19090,0.16920,0.18700,0.17250,0.22280,0.31060,0.41440,0.51570,0.53690,0.51070,0.64410,0.73260,0.81640,0.88560,0.98910,1.00000,0.87500,0.86310,0.90740,0.86740,0.77500,0.66000,0.56150,0.40160,0.23310,0.11640,0.10950,0.04310,0.06190,0.19560,0.21200,0.32420,0.41020,0.29390,0.19110,0.17020,0.10100,0.15120,0.14270,0.10970,0.11730,0.09720,0.07030,0.02810,0.02160,0.01530,0.01120,0.02410,0.01640,0.00550,0.00780,0.00550,0.00910,0.00670,Mine
4,0.01000,0.01710,0.06230,0.02050,0.02050,0.03680,0.10980,0.12760,0.05980,0.12640,0.08810,0.19920,0.01840,0.22610,0.17290,0.21310,0.06930,0.22810,0.40600,0.39730,0.27410,0.36900,0.55560,0.48460,0.31400,0.53340,0.52560,0.25200,0.20900,0.35590,0.62600,0.73400,0.61200,0.34970,0.39530,0.30120,0.54080,0.88140,0.98570,0.91670,0.61210,0.50060,0.32100,0.32020,0.42950,0.36540,0.26550,0.15760,0.06810,0.02940,0.02410,0.01210,0.00360,0.01500,0.00850,0.00730,0.00500,0.00440,0.00400,0.01170,Rock
156,0.02110,0.01280,0.00150,0.04500,0.07110,0.15630,0.15180,0.12060,0.16660,0.13450,0.07850,0.03670,0.12270,0.26140,0.42800,0.61220,0.74350,0.81300,0.90060,0.96030,0.91620,0.91400,0.78510,0.51340,0.34390,0.32900,0.25710,0.36850,0.57650,0.61900,0.46130,0.36150,0.44340,0.38640,0.30930,0.21380,0.11120,0.13860,0.15230,0.09960,0.16440,0.19020,0.13130,0.17760,0.20000,0.07650,0.07270,0.07490,0.04490,0.01340,0.01740,0.01170,0.00230,0.00470,0.00490,0.00310,0.00240,0.00390,0.00510,0.00150,Mine
60,0.01250,0.01520,0.02180,0.01750,0.03620,0.06960,0.08730,0.06160,0.12520,0.13020,0.08880,0.05000,0.06280,0.12740,0.08010,0.07420,0.20480,0.29500,0.31930,0.45670,0.59590,0.71010,0.82250,0.84250,0.90650,0.98020,1.00000,0.87520,0.75830,0.66160,0.57860,0.51280,0.47760,0.49940,0.51970,0.50710,0.45770,0.35050,0.18450,0.18900,0.19670,0.10410,0.05500,0.04920,0.06220,0.05050,0.02470,0.02190,0.01020,0.00470,0.00190,0.00410,0.00740,0.00300,0.00500,0.00480,0.00170,0.00410,0.00860,0.00580,Rock
98,0.04910,0.02790,0.05920,0.12700,0.17720,0.19080,0.22170,0.07680,0.12460,0.20280,0.09470,0.24970,0.22090,0.31950,0.33400,0.33230,0.27800,0.29750,0.29480,0.17290,0.32640,0.38340,0.35230,0.54100,0.52280,0.44750,0.53400,0.53230,0.39070,0.34560,0.40910,0.46390,0.55800,0.57270,0.63550,0.75630,0.69030,0.61760,0.53790,0.56220,0.65080,0.47970,0.37360,0.28040,0.19820,0.24380,0.17890,0.17060,0.07620,0.02380,0.02680,0.00810,0.01290,0.01610,0.00630,0.01190,0.01940,0.01400,0.03320,0.04390,Mine
70,0.02160,0.02150,0.02730,0.01390,0.03570,0.07850,0.09060,0.09080,0.11510,0.09730,0.12030,0.11020,0.11920,0.17620,0.23900,0.21380,0.19290,0.17650,0.07460,0.12650,0.20050,0.15710,0.26050,0.53860,0.84400,1.00000,0.86840,0.67420,0.55370,0.46380,0.36090,0.20550,0.16200,0.20920,0.31000,0.23440,0.10580,0.03830,0.05280,0.12910,0.22410,0.19150,0.15870,0.09420,0.08400,0.06700,0.03420,0.04690,0.03570,0.01360,0.00820,0.01400,0.00440,0.00520,0.00730,0.00210,0.00470,0.00240,0.00090,0.00170,Rock
167,0.04110,0.02770,0.06040,0.05250,0.04890,0.03850,0.06110,0.11170,0.12370,0.23000,0.13700,0.13350,0.21370,0.15260,0.07750,0.11960,0.09030,0.06890,0.20710,0.29750,0.28360,0.33530,0.36220,0.32020,0.34520,0.35620,0.38920,0.66220,0.92540,1.00000,0.85280,0.62970,0.52500,0.40120,0.29010,0.20070,0.33560,0.47990,0.61470,0.62460,0.49730,0.34920,0.26620,0.31370,0.42820,0.42620,0.35110,0.24580,0.12590,0.03270,0.01810,0.02170,0.00380,0.00190,0.00650,0.01320,0.01080,0.00500,0.00850,0.00440,Mine
58,0.02160,0.01240,0.01740,0.01520,0.06080,0.10260,0.11390,0.08770,0.11600,0.08660,0.15640,0.07800,0.09970,0.09150,0.06620,0.11340,0.17400,0.25730,0.32940,0.39100,0.54380,0.61150,0.70220,0.76100,0.79730,0.91050,0.88070,0.79490,0.79900,0.71800,0.64070,0.63120,0.59290,0.61680,0.64980,0.67640,0.62530,0.51170,0.38900,0.32730,0.25090,0.15300,0.13230,0.16570,0.12150,0.09780,0.04520,0.02730,0.01790,0.00920,0.00180,0.00520,0.00490,0.00960,0.01340,0.01220,0.00470,0.00180,0.00060,0.00230,Rock
153,0.01310,0.02010,0.00450,0.02170,0.02300,0.04810,0.07420,0.03330,0.13690,0.20790,0.22950,0.19900,0.11840,0.18910,0.29490,0.53430,0.68500,0.79230,0.82200,0.72900,0.73520,0.79180,0.80570,0.48980,0.19340,0.29240,0.62550,0.85460,0.89660,0.78210,0.51680,0.48400,0.40380,0.34110,0.28490,0.23530,0.26990,0.44420,0.43230,0.33140,0.11950,0.16690,0.37020,0.30720,0.09450,0.15450,0.13940,0.07720,0.06150,0.02300,0.01110,0.01680,0.00860,0.00450,0.00620,0.00650,0.00300,0.00660,0.00290,0.00530,Mine
199,0.02380,0.03180,0.04220,0.03990,0.07880,0.07660,0.08810,0.11430,0.15940,0.20480,0.26520,0.31000,0.23810,0.19180,0.14300,0.17350,0.17810,0.28520,0.50360,0.61660,0.76160,0.81250,0.77930,0.87880,0.88130,0.94700,1.00000,0.97390,0.84460,0.61510,0.43020,0.31650,0.28690,0.20170,0.12060,0.02710,0.05800,0.12620,0.10720,0.10820,0.03600,0.11970,0.20610,0.20540,0.18780,0.20470,0.17160,0.10690,0.04770,0.01700,0.01860,0.00960,0.00710,0.00840,0.00380,0.00260,0.00280,0.00130,0.00350,0.00600,Mine
112,0.05300,0.08850,0.19970,0.26040,0.32250,0.22470,0.06170,0.22870,0.09500,0.07400,0.16100,0.22260,0.27030,0.33650,0.42660,0.41440,0.56550,0.69210,0.85470,0.92340,0.91710,1.00000,0.95320,0.91010,0.83370,0.70530,0.65340,0.44830,0.24600,0.20200,0.14460,0.09940,0.15100,0.23920,0.44340,0.50230,0.44410,0.45710,0.39270,0.29000,0.34080,0.49900,0.36320,0.13870,0.18000,0.12990,0.05230,0.08170,0.04690,0.01140,0.02990,0.02440,0.01990,0.02570,0.00820,0.01510,0.01710,0.01460,0.01340,0.00560,Mine
182,0.04230,0.03210,0.07090,0.01080,0.10700,0.09730,0.09610,0.13230,0.24620,0.26960,0.34120,0.42920,0.36820,0.39400,0.29650,0.31720,0.28250,0.30500,0.24080,0.54200,0.68020,0.63200,0.58240,0.68050,0.59840,0.84120,0.99110,0.91870,0.80050,0.67130,0.56320,0.73320,0.60380,0.25750,0.03490,0.17990,0.30390,0.47600,0.57560,0.42540,0.50460,0.71790,0.61630,0.56630,0.57490,0.35930,0.25260,0.22990,0.12710,0.03560,0.03670,0.01760,0.00350,0.00930,0.01210,0.00750,0.00560,0.00210,0.00430,0.00170,Mine
96,0.02910,0.04000,0.07710,0.08090,0.05210,0.10510,0.01450,0.06740,0.12940,0.11460,0.09420,0.07940,0.02520,0.11910,0.10450,0.20500,0.15560,0.26900,0.37840,0.40240,0.34700,0.13950,0.12080,0.28270,0.15000,0.26260,0.44680,0.75200,0.90360,0.78120,0.47660,0.24830,0.53720,0.62790,0.36470,0.45720,0.63590,0.64740,0.55200,0.32530,0.22920,0.06530,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00560,0.02370,0.02040,0.00500,0.01370,0.01640,0.00810,0.01390,0.01110,Rock
178,0.02010,0.01650,0.03440,0.03300,0.03970,0.04430,0.06840,0.09030,0.17390,0.25710,0.29310,0.31080,0.36030,0.30020,0.27180,0.20070,0.18010,0.22340,0.35680,0.54920,0.72090,0.83180,0.88640,0.95200,0.96370,1.00000,0.96730,0.86640,0.78960,0.63450,0.53510,0.40560,0.25630,0.28940,0.35880,0.42960,0.47730,0.45160,0.37650,0.30510,0.19210,0.11840,0.19840,0.15700,0.06600,0.12940,0.07970,0.00520,0.02330,0.01520,0.01250,0.00540,0.00570,0.01370,0.01090,0.00350,0.00560,0.01050,0.00820,0.00360,Mine
187,0.02090,0.01910,0.04110,0.03210,0.06980,0.15790,0.14380,0.14020,0.30480,0.39140,0.35040,0.36690,0.39430,0.33110,0.33310,0.30020,0.23240,0.13810,0.34500,0.44280,0.48900,0.36770,0.43790,0.48640,0.62070,0.72560,0.66240,0.76890,0.79810,0.85770,0.92730,0.70090,0.48510,0.34090,0.14060,0.11470,0.14330,0.18200,0.36050,0.55290,0.59880,0.50770,0.55120,0.50270,0.70340,0.59040,0.40690,0.27610,0.15840,0.05100,0.00540,0.00780,0.02010,0.01040,0.00390,0.00310,0.00620,0.00870,0.00700,0.00420,Mine
14,0.00900,0.00620,0.02530,0.04890,0.11970,0.15890,0.13920,0.09870,0.09550,0.18950,0.18960,0.25470,0.40730,0.29880,0.29010,0.53260,0.40220,0.15710,0.30240,0.39070,0.35420,0.44380,0.64140,0.46010,0.60090,0.86900,0.83450,0.76690,0.50810,0.46200,0.53800,0.53750,0.38440,0.36010,0.74020,0.77610,0.38580,0.06670,0.36840,0.61140,0.35100,0.23120,0.21950,0.30510,0.19370,0.15700,0.04790,0.05380,0.01460,0.00680,0.01870,0.00590,0.00950,0.01940,0.00800,0.01520,0.01580,0.00530,0.01890,0.01020,Rock
114,0.02830,0.05990,0.06560,0.02290,0.08390,0.16730,0.11540,0.10980,0.13700,0.17670,0.19950,0.28690,0.32750,0.37690,0.41690,0.50360,0.61800,0.80250,0.93330,0.93990,0.92750,0.94500,0.83280,0.77730,0.70070,0.61540,0.58100,0.44540,0.37070,0.28910,0.21850,0.17110,0.35780,0.39470,0.28670,0.24010,0.36190,0.33140,0.37630,0.47670,0.40590,0.36610,0.23200,0.14500,0.10170,0.11110,0.06550,0.02710,0.02440,0.01790,0.01090,0.01470,0.01700,0.01580,0.00460,0.00730,0.00540,0.00330,0.00450,0.00790,Mine
191,0.01560,0.02100,0.02820,0.05960,0.04620,0.07790,0.13650,0.07800,0.10380,0.15670,0.24760,0.27830,0.28960,0.29560,0.31890,0.18920,0.17300,0.22260,0.24270,0.31490,0.41020,0.38080,0.48960,0.62920,0.75190,0.79850,0.88300,0.99150,0.92230,0.69810,0.61670,0.50690,0.39210,0.35240,0.21830,0.12450,0.15920,0.16260,0.23560,0.24830,0.24370,0.27150,0.11840,0.11570,0.14490,0.18830,0.19540,0.14920,0.05110,0.01550,0.01890,0.01500,0.00600,0.00820,0.00910,0.00380,0.00560,0.00560,0.00480,0.00240,Mine
154,0.02330,0.03940,0.04160,0.05470,0.09930,0.15150,0.16740,0.15130,0.17230,0.20780,0.12390,0.02360,0.17710,0.31150,0.49900,0.67070,0.76550,0.84850,0.98050,1.00000,1.00000,0.99920,0.90670,0.68030,0.51030,0.47160,0.49800,0.61960,0.71710,0.63160,0.35540,0.28970,0.43160,0.37910,0.24210,0.09440,0.03510,0.08440,0.04360,0.11300,0.20450,0.19370,0.08340,0.15020,0.16750,0.10580,0.11110,0.08490,0.05960,0.02010,0.00710,0.01040,0.00620,0.00260,0.00250,0.00610,0.00380,0.01010,0.00780,0.00060,Mine
108,0.04280,0.05550,0.07080,0.06180,0.12150,0.15240,0.15430,0.03910,0.06100,0.01130,0.12550,0.24730,0.30110,0.37470,0.45200,0.53920,0.65880,0.71130,0.76020,0.86720,0.84160,0.79740,0.83850,0.93170,0.85550,0.61620,0.41390,0.32690,0.31080,0.25540,0.33670,0.44650,0.50000,0.51110,0.51940,0.46190,0.42340,0.43720,0.42770,0.44330,0.37000,0.33240,0.25640,0.25270,0.21370,0.17890,0.10100,0.05280,0.04530,0.01180,0.00090,0.01420,0.01790,0.00790,0.00600,0.01310,0.00890,0.00840,0.01130,0.00490,Mine
5,0.07620,0.06660,0.04810,0.03940,0.05900,0.06490,0.12090,0.24670,0.35640,0.44590,0.41520,0.39520,0.42560,0.41350,0.45280,0.53260,0.73060,0.61930,0.20320,0.46360,0.41480,0.42920,0.57300,0.53990,0.31610,0.22850,0.69950,1.00000,0.72620,0.47240,0.51030,0.54590,0.28810,0.09810,0.19510,0.41810,0.46040,0.32170,0.28280,0.24300,0.19790,0.24440,0.18470,0.08410,0.06920,0.05280,0.03570,0.00850,0.02300,0.00460,0.01560,0.00310,0.00540,0.01050,0.01100,0.00150,0.00720,0.00480,0.01070,0.00940,Rock
44,0.00930,0.02690,0.02170,0.03390,0.03050,0.11720,0.14500,0.06380,0.07400,0.13600,0.21320,0.37380,0.37380,0.26730,0.23330,0.53670,0.73120,0.76590,0.62710,0.43950,0.43300,0.43260,0.55440,0.73600,0.85890,0.89890,0.94200,0.94010,0.93790,0.85750,0.72840,0.67000,0.75470,0.87730,0.99190,0.99220,0.94190,0.83880,0.66050,0.48160,0.29170,0.17690,0.11360,0.07010,0.15780,0.19380,0.11060,0.06930,0.01760,0.02050,0.03090,0.02120,0.00910,0.00560,0.00860,0.00920,0.00700,0.01160,0.00600,0.01100,Rock
9,0.02230,0.03750,0.04840,0.04750,0.06470,0.05910,0.07530,0.00980,0.06840,0.14870,0.11560,0.16540,0.38330,0.35980,0.17130,0.11360,0.03490,0.37960,0.74010,0.99250,0.98020,0.88900,0.67120,0.42860,0.33740,0.73660,0.96110,0.73530,0.48560,0.15940,0.30070,0.40960,0.31700,0.33050,0.34080,0.21860,0.24630,0.27260,0.16800,0.27920,0.25580,0.17400,0.21210,0.10990,0.09850,0.12710,0.14590,0.11640,0.07770,0.04390,0.00610,0.01450,0.01280,0.01450,0.00580,0.00490,0.00650,0.00930,0.00590,0.00220,Rock
65,0.00710,0.01030,0.01350,0.04940,0.02530,0.08060,0.07010,0.07380,0.01170,0.08980,0.02890,0.15540,0.14370,0.10350,0.14240,0.12270,0.08920,0.20470,0.08270,0.15240,0.30310,0.16080,0.06670,0.14260,0.03950,0.16530,0.33990,0.48550,0.52060,0.55080,0.61020,0.59890,0.67640,0.88970,1.00000,0.95170,0.84590,0.70730,0.66970,0.63260,0.51020,0.41610,0.28160,0.17050,0.14210,0.09710,0.08790,0.08630,0.03550,0.02330,0.02520,0.00430,0.00480,0.00760,0.01240,0.01050,0.00540,0.00320,0.00730,0.00630,Rock
157,0.00470,0.00590,0.00800,0.05540,0.08830,0.12780,0.16740,0.13730,0.29220,0.34690,0.32650,0.32630,0.23010,0.12530,0.21020,0.24010,0.19280,0.16730,0.12280,0.09020,0.15570,0.32910,0.52680,0.67400,0.79060,0.89380,0.93950,0.94930,0.90400,0.91510,0.88280,0.80860,0.71800,0.67200,0.64470,0.68790,0.62410,0.49360,0.41440,0.42400,0.45460,0.43920,0.43230,0.49210,0.47100,0.31960,0.22410,0.18060,0.09900,0.02510,0.01290,0.00950,0.01260,0.00690,0.00390,0.00680,0.00600,0.00450,0.00020,0.00290,Mine
190,0.01580,0.02390,0.01500,0.04940,0.09880,0.14250,0.14630,0.12190,0.16970,0.19230,0.23610,0.27190,0.30490,0.29860,0.22260,0.17450,0.24590,0.31000,0.35720,0.42830,0.42680,0.37350,0.45850,0.60940,0.72210,0.75950,0.87060,1.00000,0.98150,0.71870,0.58480,0.41920,0.37560,0.32630,0.19440,0.13940,0.16700,0.12750,0.16660,0.25740,0.22580,0.27770,0.16130,0.13350,0.19760,0.12340,0.15540,0.10570,0.04900,0.00970,0.02230,0.01210,0.01080,0.00570,0.00280,0.00790,0.00340,0.00460,0.00220,0.00210,Mine
79,0.02310,0.03510,0.00300,0.03040,0.03390,0.08600,0.17380,0.13510,0.10630,0.03470,0.05750,0.13820,0.22740,0.40380,0.52230,0.68470,0.75210,0.77600,0.77080,0.86270,1.00000,0.88730,0.80570,0.87600,0.90660,0.94300,0.88460,0.65000,0.29700,0.24230,0.29920,0.22850,0.22770,0.15290,0.10370,0.03520,0.10730,0.13730,0.13310,0.14540,0.11150,0.04400,0.07620,0.13810,0.08310,0.06540,0.08440,0.05950,0.04970,0.03130,0.01540,0.01060,0.00970,0.00220,0.00520,0.00720,0.00560,0.00380,0.00430,0.00300,Rock
161,0.02580,0.04330,0.05470,0.06810,0.07840,0.12500,0.12960,0.17290,0.27940,0.29540,0.25060,0.26010,0.22490,0.21150,0.12700,0.11930,0.17940,0.21850,0.16460,0.07400,0.06250,0.23810,0.48240,0.63720,0.75310,0.89590,0.99410,0.99570,0.93280,0.93440,0.88540,0.76900,0.68650,0.63900,0.63780,0.66290,0.59830,0.45650,0.31290,0.41580,0.43250,0.40310,0.42010,0.45570,0.39550,0.29660,0.20950,0.15580,0.08840,0.02650,0.01210,0.00910,0.00620,0.00190,0.00450,0.00790,0.00310,0.00630,0.00480,0.00500,Mine
205,0.03230,0.01010,0.02980,0.05640,0.07600,0.09580,0.09900,0.10180,0.10300,0.21540,0.30850,0.34250,0.29900,0.14020,0.12350,0.15340,0.19010,0.24290,0.21200,0.23950,0.32720,0.59490,0.83020,0.90450,0.98880,0.99120,0.94480,1.00000,0.90920,0.74120,0.76910,0.71170,0.53040,0.21310,0.09280,0.12970,0.11590,0.12260,0.17680,0.03450,0.15620,0.08240,0.11490,0.16940,0.09540,0.00800,0.07900,0.12550,0.06470,0.01790,0.00510,0.00610,0.00930,0.01350,0.00630,0.00630,0.00340,0.00320,0.00620,0.00670,Mine
106,0.01160,0.01790,0.04490,0.10960,0.19130,0.09240,0.07610,0.10920,0.07570,0.10060,0.25000,0.39880,0.38090,0.47530,0.61650,0.64640,0.80240,0.92080,0.98320,0.96340,0.86460,0.83250,0.82760,0.80070,0.61020,0.48530,0.43550,0.43070,0.43990,0.38330,0.30320,0.30350,0.31970,0.22920,0.21310,0.23470,0.32010,0.44550,0.36550,0.27150,0.17470,0.17810,0.21990,0.10560,0.05730,0.03070,0.02370,0.04700,0.01020,0.00570,0.00310,0.01630,0.00990,0.00840,0.02700,0.02770,0.00970,0.00540,0.01480,0.00920,Mine
102,0.03350,0.01340,0.06960,0.11800,0.03480,0.11800,0.19480,0.16070,0.30360,0.43720,0.55330,0.57710,0.70220,0.70670,0.73670,0.73910,0.86220,0.94580,0.87820,0.79130,0.57600,0.30610,0.05630,0.02390,0.25540,0.48620,0.50270,0.44020,0.28470,0.17970,0.35600,0.35220,0.33210,0.31120,0.36380,0.07540,0.18340,0.18200,0.18150,0.15930,0.05760,0.09540,0.10860,0.08120,0.07840,0.04870,0.04390,0.05860,0.03700,0.01850,0.03020,0.02440,0.02320,0.00930,0.01590,0.01930,0.00320,0.03770,0.01260,0.01560,Mine
41,0.00680,0.02320,0.05130,0.04440,0.02490,0.06370,0.04220,0.11300,0.19110,0.24750,0.16060,0.09220,0.23980,0.32200,0.42950,0.26520,0.06660,0.14420,0.23730,0.25950,0.24930,0.39030,0.63840,0.80370,0.70260,0.68740,0.69970,0.85580,1.00000,0.96210,0.89960,0.75750,0.69020,0.56860,0.43960,0.45460,0.29590,0.15870,0.16810,0.08420,0.11730,0.17540,0.27280,0.17050,0.01940,0.02130,0.03540,0.04200,0.00930,0.02040,0.01990,0.01730,0.01630,0.00550,0.00450,0.00680,0.00410,0.00520,0.01940,0.01050,Rock
31,0.02400,0.02180,0.03240,0.05690,0.03300,0.05130,0.08970,0.07130,0.05690,0.03890,0.19340,0.24340,0.29060,0.26060,0.38110,0.49970,0.30150,0.36550,0.67910,0.73070,0.50530,0.44410,0.69870,0.81330,0.77810,0.89430,0.89290,0.89130,0.86100,0.80630,0.55400,0.24460,0.34590,0.16150,0.24670,0.55640,0.46810,0.09790,0.15820,0.07510,0.33210,0.37450,0.26660,0.10780,0.14180,0.16870,0.07380,0.06340,0.01440,0.02260,0.00610,0.01620,0.01460,0.00930,0.01120,0.00940,0.00540,0.00190,0.00660,0.00230,Rock
84,0.02170,0.03400,0.03920,0.02360,0.10810,0.11640,0.13980,0.10090,0.11470,0.17770,0.40790,0.41130,0.39730,0.50780,0.65090,0.80730,0.98190,1.00000,0.94070,0.84520,0.81060,0.84600,0.62120,0.58150,0.77450,0.82040,0.56010,0.29890,0.50090,0.66280,0.57530,0.40550,0.37460,0.34810,0.15800,0.14220,0.21300,0.18660,0.10030,0.23960,0.22410,0.20290,0.07100,0.16060,0.16690,0.17000,0.18290,0.14030,0.05060,0.02240,0.00950,0.00310,0.01030,0.00780,0.00770,0.00940,0.00310,0.00300,0.00130,0.00690,Rock
30,0.01890,0.03080,0.01970,0.06220,0.00800,0.07890,0.14400,0.14510,0.17890,0.25220,0.26070,0.37100,0.39060,0.26720,0.27160,0.41830,0.69880,0.57330,0.22260,0.26310,0.74730,0.72630,0.33930,0.28240,0.60530,0.58970,0.49670,0.86160,0.83390,0.40840,0.22680,0.17450,0.05070,0.15880,0.30400,0.13690,0.16050,0.20610,0.07340,0.02020,0.16380,0.15830,0.18300,0.18860,0.10080,0.06630,0.01830,0.04040,0.01080,0.01430,0.00910,0.00380,0.00960,0.01420,0.01900,0.01400,0.00990,0.00920,0.00520,0.00750,Rock
37,0.00940,0.01660,0.03980,0.03590,0.06810,0.07060,0.10200,0.08930,0.03810,0.13280,0.13030,0.02730,0.06440,0.07120,0.12040,0.07170,0.12240,0.23490,0.36840,0.39180,0.49250,0.87930,0.96060,0.87860,0.69050,0.69370,0.56740,0.65400,0.78020,0.75750,0.58360,0.63160,0.81080,0.90390,0.86470,0.66950,0.40270,0.23700,0.26850,0.36620,0.32670,0.22000,0.29960,0.22050,0.11630,0.06350,0.04650,0.04220,0.01740,0.01720,0.01340,0.01410,0.01910,0.01450,0.00650,0.01290,0.02170,0.00870,0.00770,0.01220,Rock
94,0.04590,0.04370,0.03470,0.04560,0.00670,0.08900,0.17980,0.17410,0.15980,0.14080,0.26930,0.32590,0.45450,0.57850,0.44710,0.22310,0.21640,0.32010,0.29150,0.42350,0.44600,0.23800,0.64150,0.89660,0.89180,0.75290,0.68380,0.83900,1.00000,0.83620,0.54270,0.45770,0.80670,0.69730,0.39150,0.15580,0.15980,0.21610,0.51780,0.47820,0.23440,0.35990,0.27850,0.18070,0.03520,0.04730,0.03220,0.04080,0.01630,0.00880,0.01210,0.00670,0.00320,0.01090,0.01640,0.01510,0.00700,0.00850,0.01170,0.00560,Rock
207,0.03030,0.03530,0.04900,0.06080,0.01670,0.13540,0.14650,0.11230,0.19450,0.23540,0.28980,0.28120,0.15780,0.02730,0.06730,0.14440,0.20700,0.26450,0.28280,0.42930,0.56850,0.69900,0.72460,0.76220,0.92420,1.00000,0.99790,0.82970,0.70320,0.71410,0.68930,0.49610,0.25840,0.09690,0.07760,0.03640,0.15720,0.18230,0.13490,0.08490,0.04920,0.13670,0.15520,0.15480,0.13190,0.09850,0.12580,0.09540,0.04890,0.02410,0.00420,0.00860,0.00460,0.01260,0.00360,0.00350,0.00340,0.00790,0.00360,0.00480,Mine
