"Store","Date","Temperature","Fuel_Price","MarkDown1","MarkDown2","MarkDown3","MarkDown4","MarkDown5","CPI","Unemployment","IsHoliday"
5,"08/06/2012",81.02,3.452,4488.47,,0.24,231.16,1246.89,222.3362700,5.801,FALSE
1,"08/06/2012",78.30,3.452,8813.81,116.80,64.55,2652.04,7161.91,221.7494839,7.143,FALSE
21,"08/06/2012",79.47,3.452,7055.91,10.80,93.05,751.89,4570.78,221.3877467,6.891,FALSE
36,"08/06/2012",81.50,3.513,226.87,,,5.00,597.68,220.4357073,6.989,FALSE
15,"08/06/2012",59.35,3.871,4658.21,269.00,0.19,399.04,3998.90,138.1174194,8.150,FALSE
14,"08/06/2012",64.30,3.689,4636.10,570.20,172.70,1103.04,8024.53,191.0155329,8.567,FALSE
43,"08/06/2012",85.73,3.452,446.40,,3.96,,1732.71,213.1702811,9.575,FALSE
8,"08/06/2012",74.28,3.452,8721.82,252.80,30.45,679.89,5160.31,225.3011521,5.679,FALSE
35,"08/06/2012",64.05,3.689,6984.56,44.00,287.97,851.39,5482.29,142.1158099,8.876,FALSE
22,"08/06/2012",61.71,3.746,18261.32,142.40,19.79,3041.13,4316.44,142.1158099,7.671,FALSE
2,"08/06/2012",78.69,3.452,12162.04,463.60,78.39,3610.78,10877.64,221.3877467,6.891,FALSE
25,"08/06/2012",58.48,3.689,9024.73,207.40,64.04,2897.69,4748.56,214.5527132,7.139,FALSE
17,"08/06/2012",60.51,3.776,6233.58,140.20,328.34,763.88,4501.73,130.8896774,6.235,FALSE
39,"08/06/2012",81.12,3.452,9356.40,351.80,0.24,1857.12,11870.68,220.4357073,6.989,FALSE
11,"08/06/2012",82.10,3.452,11984.13,191.40,78.65,2768.31,6358.77,225.2521458,6.664,FALSE
10,"08/06/2012",86.87,4.103,7184.69,31.00,338.26,637.39,5399.57,130.8896774,7.382,FALSE
6,"15/06/2012",82.10,3.393,7041.68,276.35,350.16,3373.11,5325.58,223.3680933,5.964,FALSE
24,"15/06/2012",68.28,3.786,11618.99,217.90,9.33,2449.86,5633.09,138.1295333,8.983,FALSE
13,"15/06/2012",65.97,3.756,8819.80,416.50,0.22,3496.08,6331.52,130.8295333,5.965,FALSE
16,"15/06/2012",65.36,3.723,7027.33,141.80,125.91,642.76,1980.96,197.6922920,6.169,FALSE
29,"15/06/2012",66.56,3.683,3861.04,306.60,7.02,89.54,1180.28,138.1295333,9.140,FALSE
45,"15/06/2012",71.93,3.620,8148.19,252.70,90.05,1226.11,2942.39,191.0299731,8.567,FALSE
41,"15/06/2012",64.92,3.723,6926.97,599.00,5.66,3396.74,4290.96,197.6922920,6.547,FALSE
30,"15/06/2012",81.51,3.393,370.16,,3.01,10.16,1042.83,221.4009901,6.891,FALSE
42,"15/06/2012",88.58,4.144,499.78,,2.17,,1187.29,130.8295333,7.382,FALSE
38,"15/06/2012",85.94,4.144,635.42,,0.13,,1800.18,130.8295333,11.627,FALSE
3,"15/06/2012",84.66,3.393,2014.47,31.80,1.00,631.17,835.34,225.2644795,6.664,FALSE
40,"15/06/2012",63.39,3.683,5288.06,244.82,42.74,1165.96,3695.10,138.1295333,4.125,FALSE
32,"15/06/2012",70.91,3.723,4642.56,414.30,0.01,989.08,4381.80,197.6922920,8.090,FALSE
34,"15/06/2012",76.48,3.372,5809.23,32.40,400.09,924.94,3054.63,130.8295333,9.575,FALSE
26,"15/06/2012",57.84,3.683,5833.29,153.80,254.03,851.83,3785.07,138.1295333,7.489,FALSE
18,"15/06/2012",66.58,3.683,6285.43,296.40,0.44,3224.15,2870.91,138.1295333,8.304,FALSE
12,"15/06/2012",85.94,4.144,15025.58,33.40,2.51,4573.57,2283.27,130.8295333,11.627,FALSE
23,"15/06/2012",64.73,3.683,4810.62,442.30,41.03,1361.60,2213.38,138.1295333,4.125,FALSE
37,"15/06/2012",82.15,3.393,255.38,,4.51,,3027.40,220.4494148,6.989,FALSE
20,"15/06/2012",71.51,3.620,9584.57,657.40,3.99,3667.70,5230.22,214.5653243,7.139,FALSE
19,"15/06/2012",68.19,3.786,9987.83,697.00,0.05,2837.84,4710.66,138.1295333,8.150,FALSE
31,"15/06/2012",81.51,3.393,7348.68,,2.85,2541.21,5428.08,221.4009901,6.891,FALSE
9,"15/06/2012",82.21,3.393,3296.23,176.40,50.03,780.78,4209.82,225.5070634,5.539,FALSE
4,"15/06/2012",80.94,3.372,16063.84,84.00,0.22,2105.39,6113.16,130.8295333,4.308,FALSE
28,"15/06/2012",85.94,4.144,8619.75,101.00,363.96,2244.26,6524.51,130.8295333,11.627,FALSE
5,"15/06/2012",81.64,3.393,1911.02,0.95,0.04,570.11,1828.62,222.3492901,5.801,FALSE
1,"15/06/2012",79.35,3.393,5621.99,109.60,0.25,2420.28,3083.26,221.7626421,7.143,FALSE
21,"15/06/2012",81.51,3.393,6177.81,61.60,0.75,2970.97,3281.16,221.4009901,6.891,FALSE
36,"15/06/2012",82.15,3.407,945.96,,,,2709.66,220.4494148,6.989,FALSE
15,"15/06/2012",67.70,3.786,3453.42,478.60,0.01,404.11,3862.90,138.1295333,8.150,FALSE
14,"15/06/2012",71.93,3.620,10737.66,423.40,5.06,1904.52,3823.07,191.0299731,8.567,FALSE
43,"15/06/2012",87.75,3.393,402.48,,0.65,,1315.66,213.1786952,9.575,FALSE
8,"15/06/2012",77.14,3.393,8583.02,265.70,151.05,1184.40,5675.58,225.3134743,5.679,FALSE
35,"15/06/2012",69.52,3.620,4983.83,6.80,1.04,2545.67,1991.41,142.1292548,8.876,FALSE
22,"15/06/2012",66.56,3.683,9564.70,193.90,9.06,3070.27,2588.53,142.1292548,7.671,FALSE
2,"15/06/2012",80.56,3.393,8573.41,195.00,0.19,4455.38,5288.61,221.4009901,6.891,FALSE
25,"15/06/2012",68.34,3.620,5987.75,147.20,100.04,1735.90,3500.18,214.5653243,7.139,FALSE
17,"15/06/2012",56.67,3.756,6069.60,147.00,0.18,1949.47,1373.68,130.8295333,6.235,FALSE
39,"15/06/2012",81.33,3.393,8270.46,76.40,0.06,3324.17,25107.85,220.4494148,6.989,FALSE
11,"15/06/2012",84.97,3.393,7018.00,247.60,0.15,2876.50,4951.58,225.2644795,6.664,FALSE
10,"15/06/2012",88.58,4.144,6017.71,18.80,41.99,2052.91,4250.19,130.8295333,7.382,FALSE
6,"22/06/2012",81.20,3.346,7253.03,312.35,160.51,3024.57,6806.11,223.4093906,5.964,FALSE
24,"22/06/2012",72.29,3.722,8790.16,749.10,30.57,4434.39,7308.24,138.1629000,8.983,FALSE
13,"22/06/2012",72.89,3.737,9298.46,565.14,1.79,4025.82,8626.51,130.7929000,5.965,FALSE
16,"22/06/2012",70.41,3.735,1291.33,201.00,0.27,696.47,1682.13,197.7389345,6.169,FALSE
29,"22/06/2012",70.61,3.629,4524.86,492.80,0.99,1745.53,2589.37,138.1629000,9.140,FALSE
45,"22/06/2012",74.22,3.564,5565.31,222.50,1.16,2149.76,7474.76,191.0646096,8.567,FALSE
41,"22/06/2012",66.88,3.735,6390.33,753.88,8.58,3431.59,4741.92,197.7389345,6.547,FALSE
30,"22/06/2012",81.78,3.346,292.53,,,,3749.16,221.4411622,6.891,FALSE
42,"22/06/2012",89.92,4.014,44.66,,,,1338.53,130.7929000,7.382,FALSE
38,"22/06/2012",91.61,4.014,576.00,,,,2241.95,130.7929000,11.627,FALSE
3,"22/06/2012",82.70,3.346,1843.45,11.20,0.51,421.71,1743.54,225.3068615,6.664,FALSE
40,"22/06/2012",69.32,3.629,5015.30,438.00,4.72,2018.54,7972.99,138.1629000,4.125,FALSE
32,"22/06/2012",74.85,3.735,7803.30,609.25,3.05,4800.50,15323.92,197.7389345,8.090,FALSE
34,"22/06/2012",78.85,3.329,4673.00,169.00,,1561.36,4524.99,130.7929000,9.575,FALSE
26,"22/06/2012",63.04,3.629,5543.88,372.00,103.99,1901.89,6556.54,138.1629000,7.489,FALSE
18,"22/06/2012",70.92,3.629,8206.82,478.09,1.37,3726.43,4323.55,138.1629000,8.304,FALSE
12,"22/06/2012",91.61,4.014,10233.14,67.60,3.65,4693.44,3618.64,130.7929000,11.627,FALSE
23,"22/06/2012",71.82,3.629,5810.83,658.10,8.28,2064.37,5454.93,138.1629000,4.125,FALSE
37,"22/06/2012",80.40,3.346,277.33,,,,1269.26,220.4886472,6.989,FALSE
20,"22/06/2012",76.51,3.564,12173.74,875.70,2.36,4195.01,7516.62,214.6060000,7.139,FALSE
19,"22/06/2012",75.83,3.722,10418.79,1232.80,0.51,2971.07,12187.35,138.1629000,8.150,FALSE
31,"22/06/2012",81.78,3.346,6139.82,26.00,4.33,3613.14,8954.00,221.4411622,6.891,FALSE
9,"22/06/2012",81.05,3.346,2886.26,3.80,,1270.80,4545.91,225.5495841,5.539,FALSE
4,"22/06/2012",81.63,3.329,6619.20,351.22,3.48,5390.02,10920.89,130.7929000,4.308,FALSE
28,"22/06/2012",91.61,4.014,10280.97,18.40,1.12,3663.41,6659.58,130.7929000,11.627,FALSE
5,"22/06/2012",80.57,3.346,2046.93,8.80,,677.36,2762.83,222.3900046,5.801,FALSE
1,"22/06/2012",78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,FALSE
21,"22/06/2012",81.78,3.346,7545.68,79.95,0.51,3498.46,7223.83,221.4411622,6.891,FALSE
36,"22/06/2012",80.40,3.358,318.51,,,,1805.33,220.4886472,6.989,FALSE
15,"22/06/2012",74.28,3.722,3816.09,1314.00,,667.31,2567.00,138.1629000,8.150,FALSE
14,"22/06/2012",74.22,3.564,10291.35,317.00,4.30,3292.07,6115.51,191.0646096,8.567,FALSE
43,"22/06/2012",87.51,3.346,184.26,,3.20,,1298.90,213.2123786,9.575,FALSE
8,"22/06/2012",78.85,3.346,5146.44,124.95,2.97,1409.95,3956.16,225.3558843,5.679,FALSE
35,"22/06/2012",73.23,3.564,5984.00,32.80,0.57,528.54,2636.77,142.1606464,8.876,FALSE
22,"22/06/2012",70.61,3.629,8154.53,387.40,,2396.96,3938.83,142.1606464,7.671,FALSE
2,"22/06/2012",81.04,3.346,12126.02,314.00,60.99,6058.60,36430.33,221.4411622,6.891,FALSE
25,"22/06/2012",73.52,3.564,9127.63,467.60,30.29,3543.14,5417.88,214.6060000,7.139,FALSE
17,"22/06/2012",62.90,3.737,3500.33,466.98,,1789.53,2980.58,130.7929000,6.235,FALSE
39,"22/06/2012",79.84,3.346,7354.18,244.00,0.99,2788.54,53212.72,220.4886472,6.989,FALSE
11,"22/06/2012",83.26,3.346,8329.88,278.60,1.98,1726.99,6103.42,225.3068615,6.664,FALSE
10,"22/06/2012",89.92,4.014,7684.55,12.60,1.17,3375.65,7210.53,130.7929000,7.382,FALSE
6,"29/06/2012",87.35,3.286,3997.40,231.90,,262.44,4182.90,223.4506878,5.964,FALSE
24,"29/06/2012",70.40,3.667,5708.44,329.30,,1310.41,4292.22,138.1962667,8.983,FALSE
13,"29/06/2012",82.00,3.681,4768.50,446.92,,743.34,4076.02,130.7562667,5.965,FALSE
16,"29/06/2012",77.31,3.693,731.74,107.40,,455.32,1375.35,197.7855770,6.169,FALSE
29,"29/06/2012",70.99,3.577,5142.08,329.04,0.27,565.50,1957.42,138.1962667,9.140,FALSE
45,"29/06/2012",75.22,3.506,3291.36,425.60,,314.88,2255.34,191.0992462,8.567,FALSE
41,"29/06/2012",76.54,3.693,2864.01,346.02,,393.26,3293.29,197.7855770,6.547,FALSE
30,"29/06/2012",88.05,3.286,57.90,,,,1773.54,221.4813343,6.891,FALSE
42,"29/06/2012",91.36,3.875,755.44,,,,1062.46,130.7562667,7.382,FALSE
38,"29/06/2012",90.47,3.875,350.56,,,26.87,1447.29,130.7562667,11.627,FALSE
3,"29/06/2012",86.42,3.286,2297.32,8.00,,395.28,1182.52,225.3492435,6.664,FALSE
40,"29/06/2012",64.42,3.577,2925.88,253.20,,400.00,2124.37,138.1962667,4.125,FALSE
32,"29/06/2012",81.95,3.693,3333.19,599.50,,798.18,2945.01,197.7855770,8.090,FALSE
34,"29/06/2012",81.91,3.257,3725.46,52.20,,343.56,3814.45,130.7562667,9.575,FALSE
26,"29/06/2012",60.71,3.577,3441.05,274.00,,256.82,2456.02,138.1962667,7.489,FALSE
18,"29/06/2012",70.17,3.577,4281.61,262.88,,829.99,2102.06,138.1962667,8.304,FALSE
12,"29/06/2012",90.47,3.875,7439.99,47.60,,1330.36,4873.87,130.7562667,11.627,FALSE
23,"29/06/2012",64.23,3.577,2621.06,199.80,,343.88,1888.97,138.1962667,4.125,FALSE
37,"29/06/2012",86.68,3.286,165.32,,,,1989.84,220.5278796,6.989,FALSE
20,"29/06/2012",74.15,3.506,6569.40,605.70,,561.31,4567.03,214.6466757,7.139,FALSE
19,"29/06/2012",69.92,3.667,11993.32,535.40,,3736.21,3432.80,138.1962667,8.150,FALSE
31,"29/06/2012",88.05,3.286,5659.29,7.60,,408.59,6001.91,221.4813343,6.891,FALSE
9,"29/06/2012",87.18,3.286,2073.16,120.00,,31.75,2792.70,225.5921049,5.539,FALSE
4,"29/06/2012",84.23,3.257,3756.11,211.60,,2114.26,6371.15,130.7562667,4.308,FALSE
28,"29/06/2012",90.47,3.875,6830.32,37.20,,331.46,4690.76,130.7562667,11.627,FALSE
5,"29/06/2012",87.08,3.286,1053.25,12.75,,113.80,1300.11,222.4307191,5.801,FALSE
1,"29/06/2012",84.88,3.286,3965.73,161.60,,435.99,4212.97,221.8434000,7.143,FALSE
21,"29/06/2012",88.05,3.286,5130.81,38.30,,1849.32,3879.62,221.4813343,6.891,FALSE
36,"29/06/2012",86.68,3.273,1169.41,,,,2549.31,220.5278796,6.989,FALSE
15,"29/06/2012",68.91,3.667,3076.48,589.40,,1770.01,2113.30,138.1962667,8.150,FALSE
14,"29/06/2012",75.22,3.506,4575.30,211.70,,304.94,2686.11,191.0992462,8.567,FALSE
43,"29/06/2012",89.85,3.286,289.03,,,,2027.07,213.2460619,9.575,FALSE
8,"29/06/2012",84.47,3.286,8467.23,199.75,,492.34,5529.08,225.3982943,5.679,FALSE
35,"29/06/2012",73.94,3.506,11690.61,-7.60,,3457.25,5129.74,142.1920381,8.876,FALSE
22,"29/06/2012",70.99,3.577,3297.53,345.50,,339.38,2257.49,142.1920381,7.671,FALSE
2,"29/06/2012",86.32,3.286,8495.34,275.80,,1935.16,5686.13,221.4813343,6.891,FALSE
25,"29/06/2012",69.84,3.506,3374.98,537.80,,712.78,1992.95,214.6466757,7.139,FALSE
17,"29/06/2012",71.14,3.681,2895.23,281.30,,357.75,1195.05,130.7562667,6.235,FALSE
39,"29/06/2012",85.72,3.286,4579.58,238.80,,725.41,85851.87,220.5278796,6.989,FALSE
11,"29/06/2012",87.86,3.286,4430.73,219.80,,1799.43,6504.38,225.3492435,6.664,FALSE
10,"29/06/2012",91.36,3.875,3339.88,22.00,,1119.45,3710.52,130.7562667,7.382,FALSE
6,"06/07/2012",82.95,3.227,6087.24,254.90,205.95,3655.34,5715.69,223.4919851,5.668,FALSE
24,"06/07/2012",77.18,3.646,2920.43,559.30,181.49,1218.55,3889.14,138.2296333,8.953,FALSE
13,"06/07/2012",79.23,3.630,14357.07,337.70,89.85,8820.75,5507.25,130.7196333,5.765,FALSE
16,"06/07/2012",70.49,3.646,1559.36,68.80,13.10,420.62,6013.75,197.8322195,6.061,FALSE
29,"06/07/2012",77.41,3.538,5782.33,132.20,30.11,1918.90,4059.51,138.2296333,9.419,FALSE
45,"06/07/2012",82.99,3.475,5878.09,169.00,64.36,2996.47,5477.04,191.1338827,8.684,FALSE
41,"06/07/2012",74.47,3.646,7791.47,306.70,31.44,4856.67,4087.29,197.8322195,6.432,FALSE
30,"06/07/2012",85.26,3.227,799.32,,2.35,2.96,2510.56,221.5215064,6.565,FALSE
42,"06/07/2012",86.87,3.666,156.49,,9.43,,876.53,130.7196333,7.170,FALSE
38,"06/07/2012",89.13,3.765,404.49,,4.05,,1132.08,130.7196333,10.926,FALSE
3,"06/07/2012",83.14,3.227,2625.99,30.70,28.16,703.16,1962.17,225.3916254,6.334,FALSE
40,"06/07/2012",69.08,3.538,6364.53,277.20,62.07,2574.70,5230.46,138.2296333,4.156,FALSE
32,"06/07/2012",78.68,3.646,6157.85,472.30,28.64,3908.86,6007.28,197.8322195,7.872,FALSE
34,"06/07/2012",77.95,3.187,6438.20,174.80,103.13,2529.03,3839.19,130.7196333,9.285,FALSE
26,"06/07/2012",64.94,3.538,4894.97,230.00,19.39,3309.33,5437.93,138.2296333,7.405,FALSE
18,"06/07/2012",76.08,3.538,7264.07,216.52,104.43,5508.05,4833.10,138.2296333,8.535,FALSE
12,"06/07/2012",89.13,3.765,10804.73,-0.60,3.33,5397.84,4395.03,130.7196333,10.926,FALSE
23,"06/07/2012",70.86,3.538,6918.05,103.80,26.79,6112.89,5184.17,138.2296333,4.156,FALSE
37,"06/07/2012",81.52,3.227,259.87,,9.27,,1155.93,220.5671120,6.623,FALSE
20,"06/07/2012",79.20,3.475,13826.89,342.60,182.74,7751.95,3675.32,214.6873514,7.280,FALSE
19,"06/07/2012",76.07,3.646,10945.79,600.30,101.46,6664.35,7855.14,138.2296333,8.193,FALSE
31,"06/07/2012",85.26,3.227,6801.13,1.95,36.15,3120.41,3975.98,221.5215064,6.565,FALSE
9,"06/07/2012",84.15,3.227,3165.17,87.20,8.08,1642.41,2096.86,225.6346256,5.277,FALSE
4,"06/07/2012",80.37,3.187,9789.03,90.00,157.62,10671.47,3864.91,130.7196333,4.077,FALSE
28,"06/07/2012",89.13,3.765,5618.88,98.60,111.79,2513.36,6421.05,130.7196333,10.926,FALSE
5,"06/07/2012",82.35,3.227,2592.37,2.65,52.06,914.36,2768.98,222.4714336,5.603,FALSE
1,"06/07/2012",81.57,3.227,12218.76,94.40,192.83,4066.01,6149.04,221.8837789,6.908,FALSE
21,"06/07/2012",85.26,3.227,6607.09,63.20,37.39,3667.62,3438.32,221.5215064,6.565,FALSE
36,"06/07/2012",81.52,3.232,249.73,,0.04,,659.16,220.5671120,6.623,FALSE
15,"06/07/2012",74.64,3.646,4916.59,270.10,24.22,1747.41,2772.41,138.2296333,8.193,FALSE
14,"06/07/2012",82.99,3.475,7024.93,416.30,83.47,6927.24,6002.43,191.1338827,8.684,FALSE
43,"06/07/2012",82.68,3.227,219.70,,3.02,,1141.12,213.2797452,9.285,FALSE
8,"06/07/2012",81.24,3.227,10526.01,157.93,182.17,3068.98,4059.99,225.4407043,5.401,FALSE
35,"06/07/2012",82.08,3.475,7808.90,7.00,47.50,6948.28,6443.45,142.2234298,8.839,FALSE
22,"06/07/2012",77.41,3.538,10677.48,296.20,12.79,6485.38,3465.23,142.2234298,7.753,FALSE
2,"06/07/2012",84.20,3.227,12355.50,295.05,100.15,6720.40,5506.53,221.5215064,6.565,FALSE
25,"06/07/2012",75.52,3.475,7926.21,399.70,40.32,4541.86,4619.98,214.6873514,7.280,FALSE
17,"06/07/2012",68.91,3.630,9824.36,128.00,25.38,3990.35,3618.23,130.7196333,5.936,FALSE
39,"06/07/2012",81.05,3.227,11507.92,254.40,90.79,5163.63,108519.28,220.5671120,6.623,FALSE
11,"06/07/2012",83.44,3.227,8324.10,125.60,88.73,6101.75,4603.06,225.3916254,6.334,FALSE
10,"06/07/2012",86.87,3.666,12644.88,11.20,4.12,5763.56,4746.94,130.7196333,7.170,FALSE
6,"13/07/2012",80.27,3.256,8413.69,113.45,39.42,5516.18,2724.98,223.5332824,5.668,FALSE
24,"13/07/2012",75.36,3.689,7991.43,136.90,111.69,5852.88,4022.09,138.2630000,8.953,FALSE
13,"13/07/2012",83.68,3.595,6330.74,220.42,1.17,4033.74,4225.77,130.6830000,5.765,FALSE
16,"13/07/2012",70.29,3.613,2375.53,17.90,2.07,983.30,1834.23,197.8788621,6.061,FALSE
29,"13/07/2012",75.81,3.561,3071.52,163.00,22.04,1087.28,656.21,138.2630000,9.419,FALSE
45,"13/07/2012",79.97,3.523,2978.08,118.90,22.07,1899.54,5181.94,191.1685192,8.684,FALSE
41,"13/07/2012",67.24,3.613,6062.57,85.84,1.60,1805.08,2636.17,197.8788621,6.432,FALSE
30,"13/07/2012",82.51,3.256,200.86,,4.08,,7547.27,221.5616784,6.565,FALSE
42,"13/07/2012",89.80,3.723,769.08,,2.36,,2678.63,130.6830000,7.170,FALSE
38,"13/07/2012",95.61,3.723,609.49,,2.05,,752.29,130.6830000,10.926,FALSE
3,"13/07/2012",82.28,3.256,3196.90,20.80,2.02,302.29,451.10,225.4340074,6.334,FALSE
40,"13/07/2012",67.48,3.561,6891.02,80.40,23.66,1464.52,2677.19,138.2630000,4.156,FALSE
32,"13/07/2012",71.57,3.613,7111.33,508.95,1.05,1494.84,8154.10,197.8788621,7.872,FALSE
34,"13/07/2012",74.02,3.224,2691.41,20.20,16.91,806.44,3029.00,130.6830000,9.285,FALSE
26,"13/07/2012",64.47,3.561,6894.41,72.30,3.50,1114.80,1415.15,138.2630000,7.405,FALSE
18,"13/07/2012",75.09,3.561,6538.92,113.06,0.28,3817.92,959.97,138.2630000,8.535,FALSE
12,"13/07/2012",95.61,3.723,8699.07,20.00,0.06,5542.53,2781.14,130.6830000,10.926,FALSE
23,"13/07/2012",69.19,3.561,4159.57,99.30,0.47,3148.73,1106.63,138.2630000,4.156,FALSE
37,"13/07/2012",78.15,3.256,170.20,,1.23,,1270.54,220.6063444,6.623,FALSE
20,"13/07/2012",78.27,3.523,8679.19,99.70,22.34,4960.49,7877.54,214.7280270,7.280,FALSE
19,"13/07/2012",73.17,3.689,8183.44,328.20,35.88,2677.28,1877.81,138.2630000,8.193,FALSE
31,"13/07/2012",82.51,3.256,7013.13,2.10,29.35,3542.20,10462.74,221.5616784,6.565,FALSE
9,"13/07/2012",82.39,3.256,3031.81,,2.02,47.76,4554.39,225.6771463,5.277,FALSE
4,"13/07/2012",76.86,3.224,11075.38,151.00,17.27,3810.25,4766.88,130.6830000,4.077,FALSE
28,"13/07/2012",95.61,3.723,11410.19,19.80,3.03,3053.13,1510.09,130.6830000,10.926,FALSE
5,"13/07/2012",80.78,3.256,1471.06,1.00,12.00,889.18,798.44,222.5121481,5.603,FALSE
1,"13/07/2012",77.12,3.256,7218.13,45.20,36.24,3909.38,2596.37,221.9241579,6.908,FALSE
21,"13/07/2012",82.51,3.256,5088.14,17.80,2.16,2908.11,1533.27,221.5616784,6.565,FALSE
36,"13/07/2012",78.15,3.245,769.50,,0.01,,1530.69,220.6063444,6.623,FALSE
15,"13/07/2012",72.62,3.689,3376.03,189.60,50.02,942.78,753.32,138.2630000,8.193,FALSE
14,"13/07/2012",79.97,3.523,9158.47,-2.50,5.37,4516.68,2574.55,191.1685192,8.684,FALSE
43,"13/07/2012",78.82,3.256,539.85,,0.71,,2373.05,213.3134286,9.285,FALSE
8,"13/07/2012",78.46,3.256,10278.48,129.20,24.00,1750.15,2057.71,225.4831143,5.401,FALSE
35,"13/07/2012",78.95,3.523,3516.15,,0.15,1749.80,1430.23,142.2548214,8.839,FALSE
22,"13/07/2012",75.81,3.561,4773.80,183.50,14.16,2046.91,1457.01,142.2548214,7.753,FALSE
2,"13/07/2012",80.17,3.256,8354.65,342.25,20.53,5674.44,5012.22,221.5616784,6.565,FALSE
25,"13/07/2012",73.87,3.523,7262.73,45.60,18.01,1803.13,1354.39,214.7280270,7.280,FALSE
17,"13/07/2012",72.94,3.595,5814.57,64.90,0.18,1807.43,1705.19,130.6830000,5.936,FALSE
39,"13/07/2012",78.16,3.256,4989.73,125.20,15.75,3398.73,105223.11,220.6063444,6.623,FALSE
11,"13/07/2012",82.46,3.256,7783.03,105.95,34.80,4778.55,2445.82,225.4340074,6.334,FALSE
10,"13/07/2012",89.80,3.723,7069.25,5.00,0.32,8194.36,1372.82,130.6830000,7.170,FALSE
6,"20/07/2012",81.57,3.311,3762.14,148.95,18.43,3197.56,7560.36,223.5424501,5.668,FALSE
24,"20/07/2012",76.42,3.732,571.85,126.88,145.72,614.55,1867.65,138.2331935,8.953,FALSE
13,"20/07/2012",75.69,3.556,6060.59,133.34,35.23,1518.75,6675.69,130.7012903,5.765,FALSE
16,"20/07/2012",68.43,3.585,1115.42,105.35,4.69,196.54,948.69,197.9290378,6.061,FALSE
29,"20/07/2012",76.57,3.610,1142.93,212.35,8.11,368.45,1625.35,138.2331935,9.419,FALSE
45,"20/07/2012",78.89,3.567,6682.75,24.24,12.83,2249.85,2288.30,191.1670428,8.684,FALSE
41,"20/07/2012",74.06,3.585,4142.86,102.50,23.84,1362.40,5518.54,197.9290378,6.432,FALSE
30,"20/07/2012",84.25,3.311,164.49,,2.82,,2012.83,221.5701123,6.565,FALSE
42,"20/07/2012",84.45,3.589,200.92,,4.48,,1026.11,130.7012903,7.170,FALSE
38,"20/07/2012",85.53,3.726,75.04,,0.19,,1281.95,130.7012903,10.926,FALSE
3,"20/07/2012",81.38,3.311,1266.72,66.20,3.83,149.62,558.02,225.4438827,6.334,FALSE
40,"20/07/2012",70.45,3.610,2418.70,89.01,9.52,1450.08,2263.49,138.2331935,4.156,FALSE
32,"20/07/2012",77.76,3.585,3551.31,567.16,18.05,2117.84,9786.36,197.9290378,7.872,FALSE
34,"20/07/2012",77.70,3.263,2732.08,98.00,5.98,743.47,2456.79,130.7012903,9.285,FALSE
26,"20/07/2012",66.75,3.610,3072.39,35.80,13.80,1032.75,3437.32,138.2331935,7.405,FALSE
18,"20/07/2012",77.43,3.610,2316.87,161.52,27.08,525.04,887.18,138.2331935,8.535,FALSE
12,"20/07/2012",85.53,3.726,5799.00,59.68,37.56,5292.33,3376.66,130.7012903,10.926,FALSE
23,"20/07/2012",71.13,3.610,2538.45,5.70,38.15,437.80,1377.22,138.2331935,4.156,FALSE
37,"20/07/2012",81.76,3.311,67.70,,3.97,,1634.33,220.6148749,6.623,FALSE
20,"20/07/2012",76.04,3.567,3156.68,142.66,34.10,2751.92,6194.07,214.7331351,7.280,FALSE
19,"20/07/2012",76.17,3.732,6029.42,424.15,17.82,3070.32,2610.94,138.2331935,8.193,FALSE
31,"20/07/2012",84.25,3.311,2331.17,10.59,13.74,2475.94,5588.47,221.5701123,6.565,FALSE
9,"20/07/2012",83.39,3.311,1107.97,0.50,5.85,862.28,1986.24,225.6871121,5.277,FALSE
4,"20/07/2012",79.14,3.263,4799.23,47.55,30.56,634.78,4648.91,130.7012903,4.077,FALSE
28,"20/07/2012",85.53,3.726,8235.78,61.20,12.27,944.08,3623.51,130.7012903,10.926,FALSE
5,"20/07/2012",81.05,3.311,964.82,13.48,3.39,278.93,1050.13,222.5209358,5.603,FALSE
1,"20/07/2012",80.42,3.311,3213.00,313.72,9.53,2262.02,3228.19,221.9327267,6.908,FALSE
21,"20/07/2012",84.25,3.311,4773.73,57.80,10.12,3554.45,4341.89,221.5701123,6.565,FALSE
36,"20/07/2012",81.76,3.301,38.04,,,,886.99,220.6148749,6.623,FALSE
15,"20/07/2012",75.31,3.732,1131.83,179.69,31.31,274.96,1321.82,138.2331935,8.193,FALSE
14,"20/07/2012",78.89,3.567,4564.87,58.48,19.69,1418.34,3764.15,191.1670428,8.684,FALSE
43,"20/07/2012",83.83,3.311,233.77,,3.69,,1256.91,213.3219124,9.285,FALSE
8,"20/07/2012",79.94,3.311,6764.94,164.80,13.02,390.77,58068.14,225.4930078,5.401,FALSE
35,"20/07/2012",78.64,3.567,3934.52,,25.90,934.49,3512.52,142.2337569,8.839,FALSE
22,"20/07/2012",76.57,3.610,3250.89,101.30,15.49,1986.27,2800.15,142.2337569,7.753,FALSE
2,"20/07/2012",83.23,3.311,6961.58,241.20,24.97,3401.36,2453.42,221.5701123,6.565,FALSE
25,"20/07/2012",74.32,3.567,4170.08,227.91,14.10,3456.58,2629.71,214.7331351,7.280,FALSE
