COMMENT_ID,CUSTOMER_ID,COMMENT_DT,CHANNEL_TYPE,CHANNEL_ID,COMMENT_TEXT
T000010081,157690,2018-04-14 05:19:00.000,C,C0000507063,Sample comment
T000010082,125670,2018-04-14 05:19:00.000,C,C0000506696,Sample comment
T000010083,93650,2018-04-14 05:19:00.000,C,C0000505135,Sample comment
T000010084,106757,2018-04-14 05:52:00.000,W,W0000206773,Sample comment
T000010085,114357,2018-04-14 05:53:00.000,C,C0000506164,Sample comment
T000010086,106757,2018-04-14 05:55:00.000,C,C0000505764,Sample comment
T000010087,138777,2018-04-14 05:55:00.000,C,C0000506913,Sample comment
T000010088,232788,2018-04-14 05:55:00.000,C,C0000507597,Sample comment
T000010089,114357,2018-04-14 05:56:00.000,W,W0000206783,Sample comment
T000010090,113077,2018-04-14 06:20:00.000,C,C0000506097,Sample comment
T000010091,106857,2018-04-14 06:47:00.000,W,W0000206819,Sample comment
T000010092,170897,2018-04-14 06:47:00.000,W,W0000206820,Sample comment
T000010093,237297,2018-04-14 08:55:00.000,C,C0000507638,Sample comment
T000010094,205326,2018-04-14 08:55:00.000,C,C0000507406,Sample comment
T000010095,111266,2018-04-14 08:55:00.000,C,C0000505991,Sample comment
T000010096,86647,2018-04-14 08:57:00.000,W,W0000206835,Sample comment
T000010097,212727,2018-04-14 08:57:00.000,W,W0000206838,Sample comment
T000010098,118667,2018-04-14 08:57:00.000,W,W0000206836,Sample comment
T000010099,150687,2018-04-14 08:57:00.000,W,W0000206837,Sample comment
T000010100,150687,2018-04-14 09:02:00.000,C,C0000507008,Sample comment
T000010101,118667,2018-04-14 09:02:00.000,C,C0000506361,Sample comment
T000010102,182707,2018-04-14 09:02:00.000,C,C0000507235,Sample comment
T000010103,244698,2018-04-14 09:02:00.000,C,C0000507682,Sample comment
T000010104,86647,2018-04-14 09:02:00.000,C,C0000504799,Sample comment
T000010105,97998,2018-04-14 12:09:00.000,W,W0000206854,Sample comment
T000010106,192058,2018-04-14 12:09:00.000,W,W0000206855,Sample comment
T000010107,1100089,2018-04-14 12:09:00.000,W,W0000206856,Sample comment
T000010108,122149,2018-04-14 12:24:00.000,W,W0000206867,Sample comment
T000010109,154169,2018-04-14 12:24:00.000,W,W0000206868,Sample comment
T000010110,90129,2018-04-14 12:24:00.000,W,W0000206866,Sample comment
T000010111,207495,2018-04-14 12:26:00.000,W,W0000206871,Sample comment
T000010112,239466,2018-04-14 12:26:00.000,W,W0000206872,Sample comment
T000010113,113435,2018-04-14 12:26:00.000,W,W0000206870,Sample comment
T000010114,72502,2018-04-14 13:11:00.000,W,W0000206879,Sample comment
T000010115,104522,2018-04-14 13:11:00.000,W,W0000206880,Sample comment
T000010116,113983,2018-04-14 13:18:00.000,C,C0000506143,Sample comment
T000010117,174057,2018-04-14 14:52:00.000,C,C0000507177,Sample comment
T000010118,110017,2018-04-14 14:52:00.000,C,C0000505920,Sample comment
T000010119,138546,2018-04-14 15:50:00.000,W,W0000206909,Sample comment
T000010120,106526,2018-04-14 15:50:00.000,W,W0000206908,Sample comment
T000010121,187754,2018-04-14 16:03:00.000,W,W0000206926,Sample comment
T000010122,123714,2018-04-14 16:03:00.000,W,W0000206925,Sample comment
T000010123,91694,2018-04-14 16:03:00.000,W,W0000206924,Sample comment
T000010124,93246,2018-04-14 18:04:00.000,C,C0000505111,Sample comment
T000010125,125266,2018-04-14 18:04:00.000,C,C0000506679,Sample comment
T000010126,93246,2018-04-14 18:10:00.000,W,W0000206931,Sample comment
T000010127,125266,2018-04-14 18:10:00.000,W,W0000206932,Sample comment
T000010128,116109,2018-04-14 18:46:00.000,C,C0000506259,Sample comment
T000010129,148129,2018-04-14 18:46:00.000,C,C0000506990,Sample comment
T000010130,84089,2018-04-14 18:46:00.000,C,C0000504682,Sample comment
T000010131,104243,2018-04-14 19:31:00.000,W,W0000206944,Sample comment
T000010132,72223,2018-04-14 19:31:00.000,W,W0000206943,Sample comment
T000010133,102814,2018-04-14 20:10:00.000,C,C0000505591,Sample comment
T000010134,228845,2018-04-14 20:10:00.000,C,C0000507568,Sample comment
T000010135,134834,2018-04-14 20:10:00.000,C,C0000506879,Sample comment
T000010136,70794,2018-04-14 20:10:00.000,C,C0000504019,Sample comment
T000010137,85583,2018-04-14 20:30:00.000,C,C0000504765,Sample comment
T000010138,117603,2018-04-14 20:30:00.000,C,C0000506325,Sample comment
T000010139,108364,2018-04-14 21:00:00.000,W,W0000206973,Sample comment
T000010140,223575,2018-04-14 21:20:00.000,W,W0000206983,Sample comment
T000010141,97544,2018-04-14 21:20:00.000,W,W0000206982,Sample comment
T000010142,186579,2018-04-14 21:45:00.000,W,W0000206986,Sample comment
T000010143,90519,2018-04-14 21:45:00.000,W,W0000206984,Sample comment
T000010144,122539,2018-04-14 21:45:00.000,W,W0000206985,Sample comment
T000010145,248570,2018-04-14 21:45:00.000,W,W0000206987,Sample comment
T000010146,154559,2018-04-14 21:51:00.000,C,C0000507040,Sample comment
T000010147,90519,2018-04-14 21:51:00.000,C,C0000504963,Sample comment
T000010148,122539,2018-04-14 21:51:00.000,C,C0000506534,Sample comment
T000010149,229729,2018-04-14 21:52:00.000,C,C0000507572,Sample comment
T000010150,103698,2018-04-14 21:52:00.000,C,C0000505621,Sample comment
T000010151,71678,2018-04-14 21:52:00.000,C,C0000504047,Sample comment
T000010152,238935,2018-04-14 22:43:00.000,C,C0000507645,Sample comment
T000010153,176944,2018-04-14 22:43:00.000,C,C0000507200,Sample comment
T000010154,112904,2018-04-14 22:43:00.000,C,C0000506089,Sample comment
T000010155,144924,2018-04-14 22:43:00.000,C,C0000506958,Sample comment
T000010156,84999,2018-04-14 23:08:00.000,W,W0000206995,Sample comment
T000010157,117019,2018-04-14 23:08:00.000,W,W0000206996,Sample comment
T000010158,113775,2018-04-14 23:21:00.000,C,C0000506132,Sample comment
T000010159,239806,2018-04-14 23:21:00.000,C,C0000507646,Sample comment
T000010160,108751,2018-04-15 01:29:00.000,W,W0000207001,Sample comment
T000010161,91189,2018-04-15 04:02:00.000,W,W0000207018,Sample comment
T000010162,123209,2018-04-15 04:02:00.000,W,W0000207019,Sample comment
T000010163,187249,2018-04-15 04:02:00.000,W,W0000207020,Sample comment
T000010164,117246,2018-04-15 04:57:00.000,C,C0000506306,Sample comment
T000010165,85226,2018-04-15 04:57:00.000,C,C0000504739,Sample comment
T000010166,105761,2018-04-15 06:55:00.000,C,C0000505711,Sample comment
T000010167,73741,2018-04-15 06:55:00.000,C,C0000504149,Sample comment
T000010168,231792,2018-04-15 06:55:00.000,C,C0000507587,Sample comment
T000010169,112098,2018-04-15 07:43:00.000,C,C0000506055,Sample comment
T000010170,116194,2018-04-15 09:19:00.000,W,W0000207038,Sample comment
T000010171,84174,2018-04-15 09:19:00.000,W,W0000207037,Sample comment
T000010172,118527,2018-04-15 09:20:00.000,C,C0000506355,Sample comment
T000010173,212587,2018-04-15 09:20:00.000,C,C0000507451,Sample comment
T000010174,86507,2018-04-15 09:20:00.000,C,C0000504793,Sample comment
T000010175,244558,2018-04-15 09:20:00.000,C,C0000507681,Sample comment
T000010176,113095,2018-04-15 09:37:00.000,W,W0000207041,Sample comment
T000010177,207155,2018-04-15 09:37:00.000,W,W0000207043,Sample comment
T000010178,145115,2018-04-15 09:37:00.000,W,W0000207042,Sample comment
T000010179,123478,2018-04-15 10:25:00.000,W,W0000207062,Sample comment
T000010180,91458,2018-04-15 10:25:00.000,W,W0000207061,Sample comment
T000010181,91458,2018-04-15 10:30:00.000,C,C0000505025,Sample comment
T000010182,123478,2018-04-15 10:30:00.000,C,C0000506594,Sample comment
T000010183,94009,2018-04-15 10:31:00.000,W,W0000207069,Sample comment
T000010184,126029,2018-04-15 10:31:00.000,W,W0000207070,Sample comment
T000010185,158049,2018-04-15 10:31:00.000,W,W0000207071,Sample comment
T000010186,252060,2018-04-15 10:31:00.000,W,W0000207072,Sample comment
T000010187,220089,2018-04-15 10:40:00.000,C,C0000507499,Sample comment
T000010188,94009,2018-04-15 10:40:00.000,C,C0000505161,Sample comment
T000010189,190069,2018-04-15 10:40:00.000,C,C0000507282,Sample comment
T000010190,126029,2018-04-15 10:40:00.000,C,C0000506726,Sample comment
T000010191,66671,2018-04-15 12:18:00.000,W,W0000207098,Sample comment
T000010192,98691,2018-04-15 12:18:00.000,W,W0000207099,Sample comment
T000010193,97645,2018-04-15 13:05:00.000,C,C0000505353,Sample comment
T000010194,143665,2018-04-15 13:28:00.000,W,W0000207114,Sample comment
T000010195,175685,2018-04-15 13:28:00.000,W,W0000207115,Sample comment
T000010196,205705,2018-04-15 13:28:00.000,W,W0000207116,Sample comment
T000010197,111645,2018-04-15 13:28:00.000,W,W0000207113,Sample comment
T000010198,111645,2018-04-15 13:37:00.000,C,C0000506036,Sample comment
T000010199,205705,2018-04-15 13:37:00.000,C,C0000507414,Sample comment
T000010200,137441,2018-04-15 14:22:00.000,C,C0000506901,Sample comment
T000010201,105421,2018-04-15 14:22:00.000,C,C0000505692,Sample comment
T000010202,199481,2018-04-15 14:22:00.000,C,C0000507361,Sample comment
T000010203,73401,2018-04-15 14:22:00.000,C,C0000504121,Sample comment
T000010204,169461,2018-04-15 14:22:00.000,C,C0000507146,Sample comment
T000010205,93867,2018-04-15 14:52:00.000,W,W0000207127,Sample comment
T000010206,189927,2018-04-15 14:52:00.000,W,W0000207129,Sample comment
T000010207,219947,2018-04-15 14:52:00.000,W,W0000207130,Sample comment
T000010208,125887,2018-04-15 14:52:00.000,W,W0000207128,Sample comment
T000010209,251918,2018-04-15 14:52:00.000,W,W0000207131,Sample comment
T000010210,114343,2018-04-15 15:10:00.000,W,W0000207135,Sample comment
T000010211,121051,2018-04-15 16:24:00.000,C,C0000506464,Sample comment
T000010212,185091,2018-04-15 16:24:00.000,C,C0000507248,Sample comment
T000010213,247082,2018-04-15 16:24:00.000,C,C0000507694,Sample comment
T000010214,89031,2018-04-15 16:24:00.000,C,C0000504892,Sample comment
T000010215,86106,2018-04-15 17:08:00.000,C,C0000504780,Sample comment
T000010216,118126,2018-04-15 17:08:00.000,C,C0000506336,Sample comment
T000010217,150146,2018-04-15 17:08:00.000,C,C0000507004,Sample comment
T000010218,121943,2018-04-15 21:31:00.000,C,C0000506506,Sample comment
T000010219,247974,2018-04-15 21:31:00.000,C,C0000507701,Sample comment
T000010220,89923,2018-04-15 21:31:00.000,C,C0000504935,Sample comment
T000010221,97544,2018-04-15 23:28:00.000,C,C0000505345,Sample comment
T000010222,223575,2018-04-15 23:28:00.000,C,C0000507532,Sample comment
T000010223,166793,2018-04-15 23:46:00.000,W,W0000207189,Sample comment
T000010224,102753,2018-04-15 23:46:00.000,W,W0000207188,Sample comment
T000010225,70733,2018-04-15 23:46:00.000,W,W0000207187,Sample comment
T000010226,85040,2018-04-16 00:37:00.000,C,C0000504731,Sample comment
T000010227,117060,2018-04-16 00:37:00.000,C,C0000506300,Sample comment
T000010228,70794,2018-04-16 01:00:00.000,W,W0000207191,Sample comment
T000010229,102814,2018-04-16 01:00:00.000,W,W0000207192,Sample comment
T000010230,196874,2018-04-16 01:00:00.000,W,W0000207193,Sample comment
T000010231,228845,2018-04-16 01:00:00.000,W,W0000207194,Sample comment
T000010232,102891,2018-04-16 01:24:00.000,W,W0000207206,Sample comment
T000010233,70871,2018-04-16 01:24:00.000,W,W0000207205,Sample comment
T000010234,134911,2018-04-16 01:24:00.000,W,W0000207207,Sample comment
T000010235,155186,2018-04-16 02:02:00.000,C,C0000507044,Sample comment
T000010236,91146,2018-04-16 02:02:00.000,C,C0000504995,Sample comment
T000010237,123166,2018-04-16 02:02:00.000,C,C0000506565,Sample comment
T000010238,106526,2018-04-16 02:41:00.000,C,C0000505752,Sample comment
T000010239,200586,2018-04-16 02:41:00.000,C,C0000507372,Sample comment
T000010240,109584,2018-04-16 02:58:00.000,C,C0000505909,Sample comment
T000010241,87886,2018-04-16 04:51:00.000,W,W0000207217,Sample comment
T000010242,119906,2018-04-16 04:51:00.000,W,W0000207218,Sample comment
T000010243,245937,2018-04-16 04:51:00.000,W,W0000207219,Sample comment
T000010244,84089,2018-04-16 04:52:00.000,W,W0000207221,Sample comment
T000010245,116109,2018-04-16 04:52:00.000,W,W0000207222,Sample comment
T000010246,192344,2018-04-16 06:55:00.000,C,C0000507321,Sample comment
T000010247,66264,2018-04-16 06:55:00.000,C,C0000503802,Sample comment
T000010248,98284,2018-04-16 06:55:00.000,C,C0000505391,Sample comment
T000010249,224315,2018-04-16 06:55:00.000,C,C0000507536,Sample comment
T000010250,117349,2018-04-16 08:05:00.000,W,W0000207253,Sample comment
T000010251,85329,2018-04-16 08:05:00.000,W,W0000207252,Sample comment
T000010252,114040,2018-04-16 09:52:00.000,C,C0000506151,Sample comment
T000010253,94453,2018-04-16 10:02:00.000,W,W0000207263,Sample comment
T000010254,252504,2018-04-16 10:02:00.000,W,W0000207265,Sample comment
T000010255,126473,2018-04-16 10:02:00.000,W,W0000207264,Sample comment
T000010256,122785,2018-04-16 10:26:00.000,C,C0000506543,Sample comment
T000010257,90765,2018-04-16 10:26:00.000,C,C0000504976,Sample comment
T000010258,152187,2018-04-16 11:07:00.000,C,C0000507021,Sample comment
T000010259,88147,2018-04-16 11:07:00.000,C,C0000504851,Sample comment
T000010260,120167,2018-04-16 11:07:00.000,C,C0000506423,Sample comment
T000010261,125222,2018-04-16 11:42:00.000,C,C0000506672,Sample comment
T000010262,189262,2018-04-16 11:42:00.000,C,C0000507275,Sample comment
T000010263,93202,2018-04-16 11:42:00.000,C,C0000505108,Sample comment
T000010264,251253,2018-04-16 11:42:00.000,C,C0000507721,Sample comment
T000010265,207155,2018-04-16 12:18:00.000,C,C0000507418,Sample comment
T000010266,113095,2018-04-16 12:18:00.000,C,C0000506098,Sample comment
T000010267,177135,2018-04-16 12:18:00.000,C,C0000507204,Sample comment
T000010268,73741,2018-04-16 12:57:00.000,W,W0000207294,Sample comment
T000010269,199821,2018-04-16 12:57:00.000,W,W0000207299,Sample comment
T000010270,137781,2018-04-16 12:57:00.000,W,W0000207298,Sample comment
T000010271,105761,2018-04-16 12:57:00.000,W,W0000207296,Sample comment
T000010272,69644,2018-04-16 15:26:00.000,W,W0000207309,Sample comment
T000010273,101664,2018-04-16 15:26:00.000,W,W0000207310,Sample comment
T000010274,101664,2018-04-16 15:33:00.000,C,C0000505541,Sample comment
T000010275,69644,2018-04-16 15:33:00.000,C,C0000503964,Sample comment
T000010276,120540,2018-04-16 16:40:00.000,W,W0000207314,Sample comment
T000010277,88520,2018-04-16 16:40:00.000,W,W0000207313,Sample comment
T000010278,184580,2018-04-16 16:47:00.000,C,C0000507244,Sample comment
T000010279,88520,2018-04-16 16:47:00.000,C,C0000504869,Sample comment
T000010280,120540,2018-04-16 16:47:00.000,C,C0000506438,Sample comment
T000010281,152560,2018-04-16 16:47:00.000,C,C0000507025,Sample comment
T000010282,64556,2018-04-16 17:15:00.000,W,W0000207325,Sample comment
T000010283,96576,2018-04-16 17:15:00.000,W,W0000207326,Sample comment
T000010284,64072,2018-04-16 17:29:00.000,C,C0000503682,Sample comment
T000010285,96092,2018-04-16 17:29:00.000,C,C0000505272,Sample comment
T000010286,128112,2018-04-16 17:29:00.000,C,C0000506841,Sample comment
T000010287,70180,2018-04-16 18:54:00.000,W,W0000207349,Sample comment
T000010288,102200,2018-04-16 18:54:00.000,W,W0000207350,Sample comment
T000010289,196260,2018-04-16 18:54:00.000,W,W0000207351,Sample comment
T000010290,194545,2018-04-16 18:55:00.000,W,W0000207356,Sample comment
T000010291,100485,2018-04-16 18:55:00.000,W,W0000207355,Sample comment
T000010292,68465,2018-04-16 18:55:00.000,W,W0000207354,Sample comment
T000010293,68465,2018-04-16 19:04:00.000,C,C0000503904,Sample comment
T000010294,194545,2018-04-16 19:04:00.000,C,C0000507335,Sample comment
T000010295,226516,2018-04-16 19:04:00.000,C,C0000507551,Sample comment
T000010296,100485,2018-04-16 19:04:00.000,C,C0000505477,Sample comment
T000010297,176493,2018-04-16 19:33:00.000,C,C0000507199,Sample comment
T000010298,112453,2018-04-16 19:33:00.000,C,C0000506074,Sample comment
T000010299,215111,2018-04-16 20:33:00.000,W,W0000207381,Sample comment
T000010300,121051,2018-04-16 20:33:00.000,W,W0000207380,Sample comment
T000010301,89031,2018-04-16 20:33:00.000,W,W0000207379,Sample comment
T000010302,104143,2018-04-16 21:30:00.000,C,C0000505644,Sample comment
T000010303,72123,2018-04-16 21:30:00.000,C,C0000504070,Sample comment
T000010304,116144,2018-04-16 22:11:00.000,W,W0000207394,Sample comment
T000010305,84124,2018-04-16 22:11:00.000,W,W0000207393,Sample comment
T000010306,180184,2018-04-16 22:11:00.000,W,W0000207396,Sample comment
T000010307,148164,2018-04-16 22:11:00.000,W,W0000207395,Sample comment
T000010308,84124,2018-04-16 22:12:00.000,C,C0000504684,Sample comment
T000010309,116144,2018-04-16 22:12:00.000,C,C0000506261,Sample comment
T000010310,1100122,2018-04-16 22:45:00.000,C,C0000507862,Sample comment
T000010311,97964,2018-04-16 22:45:00.000,C,C0000505372,Sample comment
T000010312,127621,2018-04-16 22:51:00.000,C,C0000506812,Sample comment
T000010313,95601,2018-04-16 22:51:00.000,C,C0000505243,Sample comment
T000010314,191661,2018-04-16 22:51:00.000,C,C0000507308,Sample comment
T000010315,159641,2018-04-16 22:51:00.000,C,C0000507078,Sample comment
T000010316,253652,2018-04-16 22:51:00.000,C,C0000507742,Sample comment
T000010317,191483,2018-04-16 23:39:00.000,W,W0000207413,Sample comment
T000010318,127443,2018-04-16 23:39:00.000,W,W0000207412,Sample comment
T000010319,95423,2018-04-16 23:39:00.000,W,W0000207411,Sample comment
T000010320,93338,2018-04-16 23:56:00.000,C,C0000505113,Sample comment
T000010321,125358,2018-04-16 23:56:00.000,C,C0000506681,Sample comment
T000010322,88636,2018-04-17 00:25:00.000,C,C0000504875,Sample comment
T000010323,214716,2018-04-17 00:25:00.000,C,C0000507460,Sample comment
T000010324,120656,2018-04-17 00:25:00.000,C,C0000506444,Sample comment
T000010325,121755,2018-04-17 00:48:00.000,W,W0000207425,Sample comment
T000010326,89735,2018-04-17 00:48:00.000,W,W0000207424,Sample comment
T000010327,89735,2018-04-17 00:51:00.000,C,C0000504928,Sample comment
T000010328,121755,2018-04-17 00:51:00.000,C,C0000506501,Sample comment
T000010329,106148,2018-04-17 04:56:00.000,W,W0000207446,Sample comment
T000010330,114066,2018-04-17 04:59:00.000,W,W0000207448,Sample comment
T000010331,208126,2018-04-17 04:59:00.000,W,W0000207449,Sample comment
T000010332,114066,2018-04-17 05:17:00.000,C,C0000506152,Sample comment
T000010333,175110,2018-04-17 05:50:00.000,C,C0000507185,Sample comment
T000010334,111070,2018-04-17 05:50:00.000,C,C0000505974,Sample comment
T000010335,149080,2018-04-17 06:39:00.000,W,W0000207476,Sample comment
T000010336,117060,2018-04-17 06:39:00.000,W,W0000207475,Sample comment
T000010337,181100,2018-04-17 06:39:00.000,W,W0000207477,Sample comment
T000010338,85040,2018-04-17 06:39:00.000,W,W0000207474,Sample comment
T000010339,119906,2018-04-17 07:03:00.000,C,C0000506414,Sample comment
T000010340,183946,2018-04-17 07:03:00.000,C,C0000507242,Sample comment
T000010341,87886,2018-04-17 07:03:00.000,C,C0000504844,Sample comment
T000010342,115926,2018-04-17 08:26:00.000,W,W0000207484,Sample comment
T000010343,1100125,2018-04-17 08:26:00.000,W,W0000207485,Sample comment
T000010344,147946,2018-04-17 08:28:00.000,C,C0000506988,Sample comment
T000010345,115926,2018-04-17 08:28:00.000,C,C0000506244,Sample comment
T000010346,1100125,2018-04-17 08:28:00.000,C,C0000507865,Sample comment
T000010347,101068,2018-04-17 09:42:00.000,C,C0000505506,Sample comment
T000010348,69048,2018-04-17 09:42:00.000,C,C0000503933,Sample comment
T000010349,69048,2018-04-17 09:46:00.000,W,W0000207499,Sample comment
T000010350,101068,2018-04-17 09:46:00.000,W,W0000207500,Sample comment
T000010351,195128,2018-04-17 09:46:00.000,W,W0000207501,Sample comment
T000010352,72502,2018-04-17 11:37:00.000,C,C0000504085,Sample comment
T000010353,104522,2018-04-17 11:37:00.000,C,C0000505658,Sample comment
T000010354,136542,2018-04-17 11:37:00.000,C,C0000506890,Sample comment
T000010355,126473,2018-04-17 11:49:00.000,C,C0000506753,Sample comment
T000010356,94453,2018-04-17 11:49:00.000,C,C0000505188,Sample comment
T000010357,158493,2018-04-17 11:49:00.000,C,C0000507072,Sample comment
T000010358,66264,2018-04-17 12:58:00.000,W,W0000207530,Sample comment
T000010359,98284,2018-04-17 12:58:00.000,W,W0000207531,Sample comment
T000010360,224315,2018-04-17 12:58:00.000,W,W0000207532,Sample comment
T000010361,92315,2018-04-17 14:57:00.000,W,W0000207539,Sample comment
T000010362,124335,2018-04-17 14:57:00.000,W,W0000207540,Sample comment
T000010363,92315,2018-04-17 15:05:00.000,C,C0000505075,Sample comment
T000010364,124335,2018-04-17 15:05:00.000,C,C0000506643,Sample comment
T000010365,92952,2018-04-17 16:03:00.000,C,C0000505098,Sample comment
T000010366,124972,2018-04-17 16:03:00.000,C,C0000506664,Sample comment
T000010367,155229,2018-04-17 16:57:00.000,C,C0000507045,Sample comment
T000010368,91189,2018-04-17 16:57:00.000,C,C0000504999,Sample comment
T000010369,123209,2018-04-17 16:57:00.000,C,C0000506569,Sample comment
T000010370,104206,2018-04-17 18:41:00.000,W,W0000207573,Sample comment
T000010371,72186,2018-04-17 18:41:00.000,W,W0000207572,Sample comment
T000010372,109335,2018-04-17 18:47:00.000,C,C0000505897,Sample comment
T000010373,173375,2018-04-17 18:47:00.000,C,C0000507172,Sample comment
T000010374,97955,2018-04-17 19:23:00.000,W,W0000207582,Sample comment
T000010375,129975,2018-04-17 19:23:00.000,W,W0000207583,Sample comment
T000010376,161995,2018-04-17 19:23:00.000,W,W0000207584,Sample comment
T000010377,1100137,2018-04-17 19:23:00.000,W,W0000207586,Sample comment
T000010378,223986,2018-04-17 19:23:00.000,W,W0000207585,Sample comment
T000010379,149369,2018-04-17 19:31:00.000,C,C0000506999,Sample comment
T000010380,85329,2018-04-17 19:31:00.000,C,C0000504743,Sample comment
T000010381,117349,2018-04-17 19:31:00.000,C,C0000506310,Sample comment
T000010382,90765,2018-04-17 19:45:00.000,W,W0000207597,Sample comment
T000010383,122785,2018-04-17 19:45:00.000,W,W0000207598,Sample comment
T000010384,248816,2018-04-17 19:45:00.000,W,W0000207601,Sample comment
T000010385,186825,2018-04-17 19:45:00.000,W,W0000207600,Sample comment
T000010386,154805,2018-04-17 19:45:00.000,W,W0000207599,Sample comment
T000010387,105033,2018-04-17 20:05:00.000,C,C0000505684,Sample comment
T000010388,199093,2018-04-17 20:05:00.000,C,C0000507359,Sample comment
T000010389,73013,2018-04-17 20:05:00.000,C,C0000504106,Sample comment
T000010390,111916,2018-04-17 20:55:00.000,C,C0000506052,Sample comment
T000010391,111916,2018-04-17 21:03:00.000,W,W0000207626,Sample comment
T000010392,112904,2018-04-17 21:33:00.000,W,W0000207640,Sample comment
T000010393,176944,2018-04-17 21:33:00.000,W,W0000207641,Sample comment
T000010394,206964,2018-04-17 21:33:00.000,W,W0000207642,Sample comment
T000010395,112355,2018-04-17 21:40:00.000,W,W0000207644,Sample comment
T000010396,206415,2018-04-17 21:40:00.000,W,W0000207645,Sample comment
T000010397,112355,2018-04-17 21:51:00.000,C,C0000506067,Sample comment
T000010398,64072,2018-04-17 22:20:00.000,W,W0000207650,Sample comment
T000010399,96092,2018-04-17 22:20:00.000,W,W0000207651,Sample comment
T000010400,222994,2018-04-17 22:48:00.000,C,C0000507527,Sample comment
T000010401,64943,2018-04-17 22:48:00.000,C,C0000503718,Sample comment
T000010402,96963,2018-04-17 22:48:00.000,C,C0000505315,Sample comment
T000010403,66329,2018-04-17 23:43:00.000,C,C0000503809,Sample comment
T000010404,98349,2018-04-17 23:43:00.000,C,C0000505394,Sample comment
T000010405,224380,2018-04-17 23:43:00.000,C,C0000507537,Sample comment
T000010406,149172,2018-04-18 01:50:00.000,W,W0000207680,Sample comment
T000010407,85132,2018-04-18 01:50:00.000,W,W0000207678,Sample comment
T000010408,117152,2018-04-18 01:50:00.000,W,W0000207679,Sample comment
T000010409,231663,2018-04-18 02:46:00.000,C,C0000507585,Sample comment
T000010410,105632,2018-04-18 02:46:00.000,C,C0000505704,Sample comment
T000010411,73612,2018-04-18 02:46:00.000,C,C0000504143,Sample comment
T000010412,228231,2018-04-18 03:21:00.000,C,C0000507566,Sample comment
T000010413,102200,2018-04-18 03:21:00.000,C,C0000505566,Sample comment
T000010414,70180,2018-04-18 03:21:00.000,C,C0000503992,Sample comment
T000010415,97964,2018-04-18 04:57:00.000,W,W0000207701,Sample comment
T000010416,1100122,2018-04-18 04:57:00.000,W,W0000207704,Sample comment
T000010417,162004,2018-04-18 04:57:00.000,W,W0000207703,Sample comment
T000010418,129984,2018-04-18 04:57:00.000,W,W0000207702,Sample comment
T000010419,126753,2018-04-18 07:52:00.000,W,W0000207717,Sample comment
T000010420,220813,2018-04-18 07:52:00.000,W,W0000207718,Sample comment
T000010421,94733,2018-04-18 07:52:00.000,W,W0000207716,Sample comment
T000010422,93867,2018-04-18 09:26:00.000,C,C0000505148,Sample comment
T000010423,251918,2018-04-18 09:26:00.000,C,C0000507728,Sample comment
T000010424,219947,2018-04-18 09:26:00.000,C,C0000507497,Sample comment
T000010425,125887,2018-04-18 09:26:00.000,C,C0000506712,Sample comment
T000010426,112098,2018-04-18 10:56:00.000,C,C0000506056,Sample comment
T000010427,124162,2018-04-18 11:06:00.000,W,W0000207752,Sample comment
T000010428,92142,2018-04-18 11:06:00.000,W,W0000207751,Sample comment
T000010429,105737,2018-04-18 11:07:00.000,C,C0000505710,Sample comment
T000010430,73717,2018-04-18 11:07:00.000,C,C0000504148,Sample comment
T000010431,231768,2018-04-18 11:07:00.000,C,C0000507586,Sample comment
T000010432,124162,2018-04-18 11:13:00.000,C,C0000506633,Sample comment
T000010433,156182,2018-04-18 11:13:00.000,C,C0000507058,Sample comment
T000010434,92142,2018-04-18 11:13:00.000,C,C0000505062,Sample comment
T000010435,177328,2018-04-18 11:53:00.000,C,C0000507206,Sample comment
T000010436,113288,2018-04-18 11:53:00.000,C,C0000506109,Sample comment
T000010437,205130,2018-04-18 11:55:00.000,W,W0000207769,Sample comment
T000010438,111070,2018-04-18 11:55:00.000,W,W0000207768,Sample comment
T000010439,237101,2018-04-18 11:55:00.000,W,W0000207770,Sample comment
T000010440,95601,2018-04-18 14:10:00.000,W,W0000207788,Sample comment
T000010441,127621,2018-04-18 14:10:00.000,W,W0000207789,Sample comment
T000010442,109746,2018-04-18 14:26:00.000,C,C0000505911,Sample comment
T000010443,109141,2018-04-18 15:07:00.000,C,C0000505893,Sample comment
T000010444,173181,2018-04-18 15:07:00.000,C,C0000507170,Sample comment
T000010445,238196,2018-04-18 19:12:00.000,W,W0000207808,Sample comment
T000010446,112165,2018-04-18 19:12:00.000,W,W0000207807,Sample comment
T000010447,112165,2018-04-18 19:15:00.000,C,C0000506064,Sample comment
T000010448,144185,2018-04-18 19:15:00.000,C,C0000506954,Sample comment
T000010449,206225,2018-04-18 19:15:00.000,C,C0000507416,Sample comment
T000010450,93783,2018-04-18 22:44:00.000,W,W0000207853,Sample comment
T000010451,125803,2018-04-18 22:44:00.000,W,W0000207854,Sample comment
T000010452,85789,2018-04-18 22:54:00.000,C,C0000504771,Sample comment
T000010453,117809,2018-04-18 22:54:00.000,C,C0000506328,Sample comment
T000010454,85789,2018-04-18 23:03:00.000,W,W0000207870,Sample comment
T000010455,117809,2018-04-18 23:03:00.000,W,W0000207871,Sample comment
T000010456,243840,2018-04-18 23:03:00.000,W,W0000207872,Sample comment
