Policy_id,Customer_id,Policy_State,Policy_Premium_Amt,auto_make,auto_model,Policy_start_date,Policy_end_date
391003,3568077,OH  ,889,Audi,A3,2005-07-01,2006-07-01
531160,1905692,IL  ,1106,Suburu,Legacy,2018-01-12,2023-01-12
327856,4685572,OH  ,1008,Dodge,Neon,2014-08-27,2015-08-27
264226,1681345,IL  ,1393,Toyota,Corolla,2021-01-28,2026-01-28
666333,5943106,IL  ,1337,Ford,F150,2008-06-19,2009-06-19
811047,7140558,IN  ,1028,Suburu,Forrestor,2014-01-04,2015-01-04
469879,3840380,IL  ,1189,Saab,92x,2012-03-17,2013-03-17
979544,6313234,IL  ,1504,Volkswagen,Passat,2025-04-21,9999-12-31
427199,8861364,IL  ,1247,BMW,3 Series,2010-10-01,2011-10-01
941856,1330457,OH  ,1360,Honda,Accord,1992-01-16,1993-01-16
253090,8390721,IL  ,1625,Audi,A5,1991-10-25,1992-10-25
249048,1798855,IL  ,1254,Volkswagen,Jetta,2005-06-17,2006-06-17
799506,6521081,OH  ,1365,Jeep,Grand Cherokee,1992-06-28,1993-06-28
461967,3162917,IL  ,964,Saab,93,2014-06-25,2015-06-25
444427,6999975,IL  ,832,BMW,X5,2012-03-28,2013-03-28
490601,6986977,IL  ,1398,Nissan,Ultima,2022-08-04,9999-12-31
713172,8562922,IL  ,985,Chevrolet,Silverado,1996-10-23,1997-10-23
655792,6122455,IL  ,1022,Audi,A3,2006-12-17,2007-12-17
493161,5150721,IN  ,770,Mercedes,ML350,1992-01-30,1993-01-30
414779,8075320,IL  ,1588,Suburu,Impreza,1992-11-09,1993-11-09
159536,4569791,IL  ,1101,Nissan,Pathfinder,2013-02-04,2014-02-04
927210,3145120,IL  ,1189,Chevrolet,Tahoe,2018-06-16,2023-06-16
356768,2153692,IL  ,1056,BMW,X6,2011-03-11,2016-03-11
976913,6406981,IL  ,1050,BMW,3 Series,2019-06-30,2024-06-30
682754,3884666,IL  ,1398,Suburu,Forrestor,1995-10-09,1996-10-09
903785,8610812,OH  ,1757,Ford,F150,2000-08-24,2001-08-24
186934,1074203,IL  ,1436,Volkswagen,Passat,2014-01-05,2015-01-05
521597,2915608,IL  ,1454,Nissan,Pathfinder,2015-12-15,2020-12-15
125596,2650404,IN  ,1462,Nissan,Maxima,2014-02-08,2015-02-08
930037,3982504,IL  ,1167,Volkswagen,Jetta,2003-03-10,2004-03-10
526039,7572138,OH  ,1338,Chevrolet,Malibu,1995-05-04,1996-05-04
488042,4024164,OH  ,1223,Chevrolet,Malibu,2008-01-11,2009-01-11
636550,5759783,IL  ,1365,Saab,92x,2012-07-25,2017-07-25
957821,8445947,IL  ,1343,Suburu,Legacy,2019-02-26,9999-12-31
330591,3597956,OH  ,1103,Toyota,Highlander,1993-08-05,1994-08-05
137680,8971909,IL  ,1986,Volkswagen,Passat,2019-06-03,9999-12-31
889764,4198538,OH  ,1200,Accura,RSX,1993-11-30,1994-11-30
427204,1791348,IL  ,1447,BMW,3 Series,2022-04-01,9999-12-31
557218,4132920,IL  ,982,Toyota,Camry,1997-11-23,1998-11-23
804219,8895347,OH  ,1625,Dodge,Neon,1998-06-24,1999-06-24
787351,5940419,IL  ,1830,Saab,95,2019-04-28,9999-12-31
991558,2545032,OH  ,970,Mercedes,C300,1992-06-12,1993-06-12
293794,4858902,OH  ,1440,Volkswagen,Passat,1999-04-17,2000-04-17
698475,6944752,IN  ,1207,Accura,TL,2008-12-17,2009-12-17
391657,8137529,OH  ,1432,Chevrolet,Malibu,1999-04-12,2000-04-12
193218,2339524,OH  ,1300,Ford,Escape,1996-09-11,1997-09-11
689034,4759369,OH  ,1093,Volkswagen,Jetta,2002-01-09,2003-01-09
684193,4639347,IL  ,1178,Suburu,Impreza,2013-06-20,2018-06-20
168260,3731775,OH  ,1168,Mercedes,E400,1991-03-01,1992-03-01
326180,3123993,IL  ,1304,Audi,A5,2002-05-25,2003-05-25
440616,6034281,IL  ,1017,BMW,X5,1995-09-06,1996-09-06
903203,8105276,OH  ,814,Mercedes,ML350,2004-01-03,2005-01-03
500389,8723540,IL  ,1341,Audi,A5,2015-06-18,9999-12-31
437442,5444122,IL  ,959,BMW,X6,2008-06-27,2009-06-27
445289,8719501,IL  ,1237,Mercedes,ML350,2012-04-24,2013-04-24
243226,1934393,IL  ,1232,Jeep,Wrangler,2012-01-10,2013-01-10
935282,2278080,IL  ,1448,Toyota,Camry,2015-01-09,2020-01-09
140885,1265030,IL  ,1498,Toyota,Highlander,2005-09-29,2006-09-29
253010,8147344,OH  ,1240,Chevrolet,Silverado,1992-05-20,1993-05-20
373736,3105861,IL  ,1376,BMW,3 Series,2019-06-24,9999-12-31
182450,4877198,OH  ,1422,Nissan,Maxima,2000-06-23,2001-06-23
218689,4635365,IN  ,1098,Dodge,RAM,2007-02-05,2008-02-05
330124,3077754,IL  ,1175,Jeep,Wrangler,2004-12-15,2005-12-15
399529,1091504,IL  ,1879,Audi,A5,1998-04-30,1999-04-30
247121,5960704,IL  ,1203,Suburu,Impreza,2012-12-02,2013-12-02
735307,1285244,IL  ,1682,Mercedes,ML350,2021-06-02,9999-12-31
998870,7273220,IL  ,1890,Dodge,Neon,2021-06-05,9999-12-31
485377,1073457,OH  ,920,Ford,Escape,2005-08-26,2006-08-26
275097,6000579,IL  ,1466,Nissan,Pathfinder,2012-09-14,2013-09-14
291907,5841264,IL  ,1165,Dodge,Neon,2014-05-06,2015-05-06
235102,2281540,IL  ,1169,Jeep,Wrangler,1992-10-28,1993-10-28
746635,4344790,IN  ,1104,Toyota,Corolla,1997-08-10,1998-08-10
156699,5466079,IL  ,1288,Ford,Fusion,2001-11-24,2002-11-24
531160,1905692,IL  ,1156,Suburu,Legacy,2023-01-12,9999-12-31
250162,7247792,IL  ,878,Chevrolet,Tahoe,1999-07-05,2000-07-05
264226,1681345,IL  ,1343,Toyota,Corolla,2016-01-28,9999-12-31
904196,7134775,IN  ,1208,Volkswagen,Jetta,1998-01-14,1999-01-14
805806,4922479,IN  ,1267,Accura,RSX,2013-01-16,2014-01-16
469879,3840380,IL  ,1239,Saab,92x,2013-03-17,2018-03-17
389238,8709832,IL  ,1497,Ford,Fusion,2001-06-06,2002-06-06
427199,8861364,IL  ,1297,BMW,3 Series,2011-10-01,2016-10-01
694662,5350490,IL  ,1234,Nissan,Maxima,2011-02-15,2012-02-15
473343,7171915,IN  ,1605,Mercedes,E400,2011-05-14,2012-05-14
648852,4008186,IL  ,995,Jeep,Wrangler,2007-03-15,2008-03-15
299801,4446780,IN  ,1394,Saab,92x,2000-03-29,2001-03-29
461967,3162917,IL  ,964,Saab,93,2014-06-25,2015-06-25
444427,6999975,IL  ,832,BMW,X5,2012-03-28,2013-03-28
649800,1996739,OH  ,1007,Chevrolet,Silverado,2014-03-16,2015-03-16
104594,2538206,OH  ,1351,Saab,95,2006-10-12,2007-10-12
436126,8641092,IN  ,1451,Mercedes,C300,2009-11-03,2010-11-03
979549,1364189,IL  ,1404,Volkswagen,Passat,2014-10-21,2015-10-21
914093,6856458,OH  ,1341,Dodge,Neon,1990-08-08,1991-08-08
159536,4569791,IL  ,1101,Nissan,Pathfinder,2013-02-04,2014-02-04
927210,3145120,IL  ,1239,Chevrolet,Tahoe,2023-06-16,9999-12-31
356768,2153692,IL  ,1106,BMW,X6,2016-03-11,2021-03-11
976913,6406981,IL  ,1050,BMW,3 Series,2019-06-30,9999-12-31
669805,8311461,OH  ,1445,Saab,92x,2009-12-24,2010-12-24
924318,1800366,IL  ,1137,Audi,A5,2014-07-27,2015-07-27
186934,1074203,IL  ,1436,Volkswagen,Passat,2014-01-05,2015-01-05
521597,2915608,IL  ,1454,Nissan,Pathfinder,2015-12-15,2020-12-15
722752,6942302,IL  ,1532,Suburu,Forrestor,2012-03-02,2013-03-02
633375,6594428,IL  ,1083,BMW,3 Series,2003-09-17,2004-09-17
165570,3394529,OH  ,1678,Jeep,Grand Cherokee,2009-08-20,2010-08-20
117867,5875488,OH  ,1029,Honda,Accord,2001-01-14,2002-01-14
636550,5759783,IL  ,1365,Saab,92x,2012-07-25,2017-07-25
957821,8445947,IL  ,1393,Suburu,Legacy,2024-02-26,9999-12-31
442682,5221469,OH  ,1501,Jeep,Grand Cherokee,2009-05-22,2010-05-22
137680,8971909,IL  ,1986,Volkswagen,Passat,2019-06-03,9999-12-31
380067,4955704,OH  ,1243,Volkswagen,Jetta,2013-07-07,2014-07-07
331688,3319354,OH  ,1628,Nissan,Pathfinder,2009-08-12,2010-08-12
566720,7529239,OH  ,1195,Mercedes,ML350,2012-10-25,2013-10-25
944107,4779049,IN  ,1512,Mercedes,C300,2008-01-20,2009-01-20
787351,5940419,IL  ,1880,Saab,95,2024-04-28,9999-12-31
555374,5353898,IL  ,876,Jeep,Grand Cherokee,2013-01-05,2014-01-05
398484,1052503,IL  ,1177,Jeep,Wrangler,1992-11-07,1993-11-07
962591,6813859,IN  ,1241,Jeep,Wrangler,2008-03-16,2009-03-16
419959,8945814,IL  ,856,Dodge,RAM,1994-06-07,1995-06-07
420948,3309391,IL  ,1272,Toyota,Corolla,2015-01-03,2016-01-03
908940,3829512,IL  ,1411,Suburu,Forrestor,2010-06-11,2011-06-11
684193,4639347,IL  ,1228,Suburu,Impreza,2018-06-20,2023-06-20
125329,1183037,OH  ,1762,Audi,A3,2004-03-13,2005-03-13
238412,5153644,IL  ,1294,Dodge,Neon,1993-05-18,1994-05-18
200152,7922480,IL  ,988,Suburu,Forrestor,2003-03-09,2004-03-09
437573,4178612,OH  ,1624,BMW,3 Series,2005-09-29,2006-09-29
500389,8723540,IL  ,1391,Audi,A5,2020-06-18,9999-12-31
146143,4948421,IN  ,1075,Chevrolet,Malibu,2002-09-01,2003-09-01
445289,8719501,IL  ,1287,Mercedes,ML350,2013-04-24,2018-04-24
243226,1934393,IL  ,1282,Jeep,Wrangler,2013-01-10,2018-01-10
935282,2278080,IL  ,1498,Toyota,Camry,2020-01-09,2025-01-09
737488,5332535,IL  ,1571,Dodge,RAM,1996-08-14,1997-08-14
480094,6622802,IN  ,1189,Audi,A5,2003-03-09,2004-03-09
373736,3105861,IL  ,1426,BMW,3 Series,2024-06-24,9999-12-31
987905,6132380,OH  ,1407,BMW,X5,2002-04-30,2003-04-30
804608,3136539,OH  ,855,Toyota,Corolla,2002-04-12,2003-04-12
507452,3024796,OH  ,1124,BMW,X5,2005-04-17,2006-04-17
674575,6819487,OH  ,1285,Volkswagen,Passat,2002-06-08,2003-06-08
247121,5960704,IL  ,1203,Suburu,Impreza,2012-12-02,2013-12-02
547802,3836491,IL  ,1518,Saab,92x,2013-09-03,2014-09-03
998870,7273220,IL  ,1940,Dodge,Neon,2026-06-05,9999-12-31
486681,3983053,OH  ,1155,Audi,A3,2012-02-15,2013-02-15
275097,6000579,IL  ,1466,Nissan,Pathfinder,2012-09-14,2013-09-14
291907,5841264,IL  ,1165,Dodge,Neon,2014-05-06,2015-05-06
753056,5270264,IN  ,1363,Chevrolet,Tahoe,1991-05-03,1992-05-03
463513,3277126,IL  ,1390,Volkswagen,Jetta,1995-04-23,1996-04-23
607687,1338961,OH  ,1270,Nissan,Ultima,2007-03-03,2008-03-03
726880,6956079,IN  ,1281,Honda,Civic,1994-08-08,1995-08-08
167471,2447462,OH  ,1305,Dodge,RAM,2010-09-17,2011-09-17
264226,1681345,IL  ,1393,Toyota,Corolla,2021-01-28,9999-12-31
919875,5920209,IN  ,1118,Ford,Fusion,2002-06-29,2003-06-29
831479,5906181,IL  ,987,Saab,93,2000-06-04,2001-06-04
469879,3840380,IL  ,1239,Saab,92x,2013-03-17,2018-03-17
958862,3482932,IN  ,1276,Accura,MDX,1992-07-15,1993-07-15
427199,8861364,IL  ,1347,BMW,3 Series,2016-10-01,2021-10-01
694662,5350490,IL  ,1234,Nissan,Maxima,2011-02-15,2012-02-15
910627,1381485,IN  ,1225,Dodge,Neon,1992-09-22,1993-09-22
603637,8038042,OH  ,1335,Mercedes,ML350,2004-02-16,2005-02-16
349658,4900629,IN  ,1927,Honda,Civic,1994-06-07,1995-06-07
461967,3162917,IL  ,1014,Saab,93,2015-06-25,2020-06-25
444427,6999975,IL  ,882,BMW,X5,2013-03-28,2018-03-28
515050,2480517,OH  ,990,Accura,TL,2000-11-16,2001-11-16
533945,5740204,IL  ,1406,Audi,A5,2012-05-18,2013-05-18
191891,1878588,OH  ,830,Jeep,Wrangler,2010-02-11,2011-02-11
979549,1364189,IL  ,1404,Volkswagen,Passat,2014-10-21,2015-10-21
348819,7750020,IL  ,1295,Ford,Escape,1993-03-24,1994-03-24
159536,4569791,IL  ,1151,Nissan,Pathfinder,2014-02-04,2019-02-04
442677,2052059,OH  ,1451,Jeep,Grand Cherokee,2008-11-22,2009-11-22
356768,2153692,IL  ,1156,BMW,X6,2021-03-11,9999-12-31
976913,6406981,IL  ,1050,BMW,3 Series,2019-06-30,9999-12-31
431478,4047774,IN  ,1556,Accura,MDX,2013-04-03,2014-04-03
924318,1800366,IL  ,1137,Audi,A5,2014-07-27,2015-07-27
186934,1074203,IL  ,1486,Volkswagen,Passat,2015-01-05,2020-01-05
521597,2915608,IL  ,1504,Nissan,Pathfinder,2020-12-15,2025-12-15
722752,6942302,IL  ,1532,Suburu,Forrestor,2012-03-02,2013-03-02
771509,4734694,IN  ,1395,BMW,X5,2006-08-10,2007-08-10
388616,1886378,OH  ,1391,Mercedes,C300,1995-12-06,1996-12-06
509494,1610494,OH  ,1794,Volkswagen,Jetta,2014-06-21,2015-06-21
636550,5759783,IL  ,1415,Saab,92x,2017-07-25,2022-07-25
116735,1777010,OH  ,1191,Audi,A3,2010-01-28,2011-01-28
153032,3825797,IN  ,1717,Jeep,Grand Cherokee,2010-09-11,2011-09-11
137680,8971909,IL  ,2036,Volkswagen,Passat,2024-06-03,9999-12-31
500644,4486386,OH  ,1374,Volkswagen,Jetta,1996-12-27,1997-12-27
511626,2152339,IN  ,1122,Toyota,Highlander,1991-03-22,1992-03-22
183430,2011651,IN  ,1187,Suburu,Impreza,2002-06-25,2003-06-25
620220,8341168,IN  ,873,Dodge,RAM,2006-01-27,2007-01-27
970612,7035663,OH  ,1069,BMW,X5,1995-09-28,1996-09-28
555374,5353898,IL  ,876,Jeep,Grand Cherokee,2013-01-05,2014-01-05
178086,7507232,IN  ,1026,Suburu,Legacy,1991-01-20,1992-01-20
795009,1512097,OH  ,912,Saab,95,1998-09-16,1999-09-16
556543,7956503,IL  ,1901,Audi,A3,2001-01-15,2002-01-15
420948,3309391,IL  ,1272,Toyota,Corolla,2015-01-03,2016-01-03
908940,3829512,IL  ,1461,Suburu,Forrestor,2011-06-11,2016-06-11
684193,4639347,IL  ,1278,Suburu,Impreza,2023-06-20,9999-12-31
534982,6244361,IL  ,1526,Chevrolet,Malibu,2003-04-08,2004-04-08
929311,5624199,IN  ,1143,Suburu,Impreza,2003-09-06,2004-09-06
698589,4040702,IL  ,1188,Saab,95,2002-11-28,2003-11-28
506333,3008618,IL  ,1396,BMW,X6,1990-06-22,1991-06-22
500389,8723540,IL  ,1391,Audi,A5,2020-06-18,9999-12-31
110089,3377454,IL  ,1408,Volkswagen,Jetta,1991-05-27,1992-05-27
445289,8719501,IL  ,1287,Mercedes,ML350,2013-04-24,2018-04-24
243226,1934393,IL  ,1282,Jeep,Wrangler,2013-01-10,2018-01-10
935282,2278080,IL  ,1448,Toyota,Camry,2015-01-09,9999-12-31
974522,4568950,IN  ,1503,Toyota,Corolla,2000-01-27,2001-01-27
342873,5221285,IN  ,1247,Mercedes,E400,2006-12-27,2007-12-27
465065,4724228,IN  ,1274,Chevrolet,Silverado,2006-12-24,2007-12-24
943430,1543596,OH  ,1271,Honda,Accord,2000-04-28,2001-04-28
786437,2915725,IN  ,1195,Mercedes,E400,1998-05-15,1999-05-15
984948,5880554,IL  ,995,Nissan,Pathfinder,1993-04-14,1994-04-14
801331,8324923,IN  ,1561,Mercedes,C300,1990-07-08,1991-07-08
247121,5960704,IL  ,1253,Suburu,Impreza,2013-12-02,2018-12-02
547802,3836491,IL  ,1518,Saab,92x,2013-09-03,2014-09-03
127318,6669719,IN  ,1054,Suburu,Forrestor,2002-10-01,2003-10-01
482500,1358082,IL  ,1642,Jeep,Wrangler,1998-07-29,1999-07-29
275097,6000579,IL  ,1516,Nissan,Pathfinder,2013-09-14,2018-09-14
291907,5841264,IL  ,1215,Dodge,Neon,2015-05-06,2020-05-06
445973,5174116,IL  ,988,Suburu,Impreza,1998-11-13,1999-11-13
586109,6815601,IN  ,1269,Saab,93,2003-09-16,2004-09-16
627486,8204990,IN  ,1010,Volkswagen,Jetta,2005-11-10,2006-11-10
577810,4501066,OH  ,1589,Toyota,Highlander,2013-04-15,2014-04-15
687703,5746419,OH  ,1463,Dodge,RAM,2001-03-06,2002-03-06
264226,1681345,IL  ,1393,Toyota,Corolla,2021-01-28,9999-12-31
596785,8260099,IL  ,1104,Accura,TL,2014-03-04,2015-03-04
261910,1291504,IL  ,1362,Jeep,Grand Cherokee,2004-08-28,2005-08-28
469879,3840380,IL  ,1289,Saab,92x,2018-03-17,2023-03-17
865607,5783685,IN  ,1562,Suburu,Legacy,1993-04-18,1994-04-18
427199,8861364,IL  ,1397,BMW,3 Series,2021-10-01,9999-12-31
694662,5350490,IL  ,1284,Nissan,Maxima,2012-02-15,2017-02-15
241567,7427104,IL  ,2097,Accura,MDX,2010-07-28,2011-07-28
868283,8744070,IN  ,1086,Nissan,Maxima,2006-02-06,2007-02-06
730824,3336785,IN  ,675,BMW,X6,1991-02-18,1992-02-18
461967,3162917,IL  ,1014,Saab,93,2015-06-25,2020-06-25
444427,6999975,IL  ,882,BMW,X5,2013-03-28,2018-03-28
411294,8085137,OH  ,1132,Accura,MDX,1998-03-16,1999-03-16
533945,5740204,IL  ,1406,Audi,A5,2012-05-18,2013-05-18
990498,4152471,IL  ,1465,Audi,A3,1991-07-13,1992-07-13
979549,1364189,IL  ,1454,Volkswagen,Passat,2015-10-21,2020-10-21
719989,1159518,IL  ,566,Honda,CRV,1994-04-07,1995-04-07
159536,4569791,IL  ,1151,Nissan,Pathfinder,2014-02-04,2019-02-04
743335,4450285,OH  ,1928,Chevrolet,Malibu,2011-05-04,2012-05-04
528264,5372862,IN  ,1439,Mercedes,ML350,2013-06-22,2014-06-22
976913,6406981,IL  ,1100,BMW,3 Series,2024-06-30,9999-12-31
372912,7599156,IN  ,1437,Chevrolet,Malibu,1992-08-05,1993-08-05
924318,1800366,IL  ,1187,Audi,A5,2015-07-27,2020-07-27
186934,1074203,IL  ,1486,Volkswagen,Passat,2015-01-05,2020-01-05
521597,2915608,IL  ,1454,Nissan,Pathfinder,2015-12-15,9999-12-31
722752,6942302,IL  ,1582,Suburu,Forrestor,2013-03-02,2018-03-02
727114,1046144,IN  ,1132,Jeep,Wrangler,2001-08-20,2002-08-20
429032,7081520,IL  ,1187,Audi,A5,1990-08-03,1991-08-03
774895,2843179,IL  ,840,Suburu,Legacy,2006-10-28,2007-10-28
636550,5759783,IL  ,1465,Saab,92x,2022-07-25,9999-12-31
932102,1843698,IN  ,1292,Jeep,Grand Cherokee,2006-03-06,2007-03-06
804224,4664148,OH  ,1675,Dodge,Neon,1998-12-24,1999-12-24
796380,4834830,OH  ,1252,Nissan,Pathfinder,2012-04-22,2013-04-22
119518,1066823,IL  ,1434,Volkswagen,Jetta,1997-03-21,1998-03-21
261315,5945511,OH  ,1312,Toyota,Camry,2013-04-10,2014-04-10
955958,2596838,IL  ,1403,Ford,Escape,2014-07-18,2015-07-18
437447,1934641,IL  ,1009,BMW,X6,2008-12-27,2009-12-27
600845,7247687,IL  ,1540,Chevrolet,Silverado,2012-01-05,2013-01-05
555374,5353898,IL  ,926,Jeep,Grand Cherokee,2014-01-05,2019-01-05
586372,1009774,IL  ,1061,Chevrolet,Tahoe,2000-12-30,2001-12-30
203250,8141870,IN  ,1331,Chevrolet,Malibu,2010-04-22,2011-04-22
629663,8519795,IL  ,1053,Toyota,Corolla,2002-01-21,2003-01-21
420948,3309391,IL  ,1322,Toyota,Corolla,2016-01-03,2021-01-03
908940,3829512,IL  ,1511,Suburu,Forrestor,2016-06-11,2021-06-11
700074,7622714,OH  ,1622,Suburu,Forrestor,2011-06-06,2012-06-06
903790,8894253,OH  ,1807,Ford,F150,2001-02-24,2002-02-24
471938,7857482,IL  ,1387,Chevrolet,Silverado,2008-02-03,2009-02-03
206672,3304843,IL  ,1024,Volkswagen,Jetta,1993-11-05,1994-11-05
936643,4320799,OH  ,1509,Jeep,Wrangler,1995-11-20,1996-11-20
500389,8723540,IL  ,1441,Audi,A5,2025-06-18,9999-12-31
284841,6082087,IN  ,1534,Saab,92x,2009-05-05,2010-05-05
445289,8719501,IL  ,1337,Mercedes,ML350,2018-04-24,2023-04-24
243226,1934393,IL  ,1332,Jeep,Wrangler,2018-01-10,2023-01-10
935282,2278080,IL  ,1498,Toyota,Camry,2020-01-09,9999-12-31
206213,2837853,IL  ,1451,BMW,M5,1995-05-08,1996-05-08
135405,4123393,IN  ,1039,Saab,95,2014-07-20,2015-07-20
149601,1464691,IN  ,1232,Nissan,Pathfinder,2003-03-28,2004-03-28
886473,2847872,OH  ,1422,Accura,MDX,1991-03-10,1992-03-10
847123,4962309,IL  ,1442,Dodge,RAM,2014-03-19,2015-03-19
378593,4389646,OH  ,1807,Saab,93,2004-08-29,2005-08-29
111879,6082958,IL  ,1514,Saab,92x,2001-01-05,2002-01-05
247121,5960704,IL  ,1253,Suburu,Impreza,2013-12-02,2018-12-02
547802,3836491,IL  ,1568,Saab,92x,2014-09-03,2019-09-03
412703,1318484,OH  ,1260,Toyota,Corolla,2014-11-14,2015-11-14
115404,6832338,IN  ,1318,Dodge,RAM,1991-08-08,1992-08-08
275097,6000579,IL  ,1516,Nissan,Pathfinder,2013-09-14,2018-09-14
291907,5841264,IL  ,1215,Dodge,Neon,2015-05-06,2020-05-06
525867,8640139,OH  ,1238,Dodge,Neon,2001-04-18,2002-04-18
794736,7052781,IN  ,1023,Toyota,Highlander,2015-08-22,2016-08-22
505969,8568062,OH  ,1722,Suburu,Legacy,1998-04-07,1999-04-07
789213,6068439,OH  ,1354,Dodge,Neon,2003-04-12,2004-04-12
184938,5584856,IL  ,1340,Saab,92x,1999-05-22,2000-05-22
264226,1681345,IL  ,1443,Toyota,Corolla,2026-01-28,9999-12-31
596785,8260099,IL  ,1104,Accura,TL,2014-03-04,2015-03-04
540157,6362005,IL  ,1306,Saab,95,1991-07-27,1992-07-27
469879,3840380,IL  ,1339,Saab,92x,2023-03-17,9999-12-31
120485,7585964,OH  ,1275,Audi,A5,2007-02-18,2008-02-18
941807,4209083,OH  ,1219,Accura,TL,2011-06-25,2012-06-25
694662,5350490,IL  ,1284,Nissan,Maxima,2012-02-15,2017-02-15
241567,7427104,IL  ,2147,Accura,MDX,2011-07-28,2016-07-28
120490,4739775,OH  ,1325,Audi,A5,2007-08-18,2008-08-18
159768,6526640,IN  ,1259,Nissan,Ultima,2008-09-03,2009-09-03
461967,3162917,IL  ,1064,Saab,93,2020-06-25,2025-06-25
444427,6999975,IL  ,932,BMW,X5,2018-03-28,2023-03-28
644086,4899312,OH  ,1351,Dodge,Neon,1999-06-28,2000-06-28
533945,5740204,IL  ,1456,Audi,A5,2013-05-18,2018-05-18
175182,2205172,IL  ,1455,BMW,X6,2004-10-15,2005-10-15
979549,1364189,IL  ,1454,Volkswagen,Passat,2015-10-21,2020-10-21
601042,4815166,OH  ,1246,Nissan,Maxima,2007-09-19,2008-09-19
159536,4569791,IL  ,1201,Nissan,Pathfinder,2019-02-04,2024-02-04
756875,1227017,IN  ,1185,Chevrolet,Malibu,1996-07-26,1997-07-26
596919,2846456,IN  ,1558,Ford,F150,1992-07-05,1993-07-05
327488,7873370,OH  ,919,Nissan,Maxima,1993-08-09,1994-08-09
284839,2268753,OH  ,1714,Audi,A3,2010-02-03,2011-02-03
924318,1800366,IL  ,1187,Audi,A5,2015-07-27,2020-07-27
186934,1074203,IL  ,1536,Volkswagen,Passat,2020-01-05,2025-01-05
521597,2915608,IL  ,1504,Nissan,Pathfinder,2020-12-15,9999-12-31
722752,6942302,IL  ,1582,Suburu,Forrestor,2013-03-02,2018-03-02
390381,6304333,OH  ,965,Nissan,Ultima,2007-01-27,2008-01-27
342835,6616602,IL  ,1518,Honda,Accord,1992-05-09,1993-05-09
267890,4327699,IN  ,1262,Jeep,Wrangler,2014-02-26,2015-02-26
920831,5057475,IN  ,1636,BMW,X5,2005-10-07,2006-10-07
187775,3806400,OH  ,1297,Chevrolet,Tahoe,2002-12-21,2003-12-21
756464,6267459,IN  ,1376,Mercedes,ML350,2006-02-05,2007-02-05
938634,6296993,IL  ,1427,Dodge,Neon,1993-08-30,1994-08-30
265442,5932335,IL  ,1369,Toyota,Camry,2004-04-11,2005-04-11
248467,4651419,IL  ,1171,Chevrolet,Malibu,2012-10-06,2013-10-06
955958,2596838,IL  ,1403,Ford,Escape,2014-07-18,2015-07-18
607351,5040562,IN  ,1616,Dodge,Neon,1998-12-11,1999-12-11
600845,7247687,IL  ,1540,Chevrolet,Silverado,2012-01-05,2013-01-05
555374,5353898,IL  ,926,Jeep,Grand Cherokee,2014-01-05,2019-01-05
940942,4763970,OH  ,1649,Honda,Civic,2001-07-11,2002-07-11
737598,2702181,IL  ,915,Dodge,RAM,1998-06-19,1999-06-19
150186,2414922,IL  ,977,Suburu,Forrestor,2007-11-06,2008-11-06
420948,3309391,IL  ,1322,Toyota,Corolla,2016-01-03,2021-01-03
908940,3829512,IL  ,1561,Suburu,Forrestor,2021-06-11,9999-12-31
756981,6222628,OH  ,1117,Volkswagen,Jetta,2003-10-02,2004-10-02
454758,5300689,IN  ,1142,Suburu,Legacy,1990-05-20,1991-05-20
633095,6060792,IL  ,1681,Nissan,Pathfinder,2009-08-17,2010-08-17
761189,8543067,IN  ,1632,Mercedes,C300,2002-12-28,2003-12-28
369053,5424952,IL  ,1577,Dodge,RAM,2011-12-05,2012-12-05
731450,1425426,IN  ,1483,Ford,Fusion,2010-12-29,2011-12-29
892153,7687973,IN  ,1409,Toyota,Highlander,1995-09-29,1996-09-29
445289,8719501,IL  ,1387,Mercedes,ML350,2023-04-24,9999-12-31
243226,1934393,IL  ,1382,Jeep,Wrangler,2023-01-10,9999-12-31
935282,2278080,IL  ,1498,Toyota,Camry,2020-01-09,9999-12-31
469431,2242529,OH  ,1547,Ford,Escape,1991-01-15,1992-01-15
437960,5563485,IN  ,1074,Accura,MDX,2001-04-03,2002-04-03
544225,8066577,OH  ,1052,BMW,3 Series,2010-08-03,2011-08-03
270208,8354220,OH  ,1546,Volkswagen,Jetta,2004-08-09,2005-08-09
847123,4962309,IL  ,1442,Dodge,RAM,2014-03-19,2015-03-19
515055,6926063,OH  ,1040,Accura,TL,2001-05-16,2002-05-16
340614,3021865,IL  ,1212,Ford,Fusion,1997-06-01,1998-06-01
247121,5960704,IL  ,1303,Suburu,Impreza,2018-12-02,2023-12-02
547802,3836491,IL  ,1568,Saab,92x,2014-09-03,2019-09-03
855186,7777681,IN  ,1255,Dodge,Neon,1993-10-31,1994-10-31
901083,5078977,OH  ,1269,Chevrolet,Silverado,1998-01-19,1999-01-19
275097,6000579,IL  ,1566,Nissan,Pathfinder,2018-09-14,2023-09-14
291907,5841264,IL  ,1265,Dodge,Neon,2020-05-06,2025-05-06
385937,1198044,IL  ,1318,Volkswagen,Jetta,1992-10-28,1993-10-28
516182,4464071,OH  ,719,Chevrolet,Malibu,2007-05-12,2008-05-12
794534,2110641,OH  ,1434,Nissan,Maxima,1991-12-14,1992-12-14
254842,7833683,IN  ,1105,Ford,Fusion,2005-05-25,2006-05-25
963685,1818861,OH  ,1524,Volkswagen,Jetta,2003-07-04,2004-07-04
